Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
201,903,Rudi Kurnianto,01:44:22,Male,147,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4944,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
202,768,M. Agus Fitriyanto,01:44:26,Male,148,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
203,715,Ivan Ridwan Karim,01:44:32,Male,149,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
204,894,Rita Sutandio,01:44:35,Female,55,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4935,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
205,527,Alex Harijanto,01:44:41,Male,150,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4568,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
206,716,Izzad Sofyan Amrullah,01:44:52,Male,151,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4757,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
207,605,Desy Rachmawati,01:44:53,Male,152,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4646,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
208,951,Tri Prapitra Ayu,01:44:54,Female,56,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4992,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
209,892,Rina Setyadji,01:45:00,Female,57,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4933,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
210,503,Abdul Muhajirin,01:45:45,Male,153,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-3-4544,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
