Pos,Bib No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
501,N61685,M Arif Abdurrahman,01:03:37,01:02:35,Closed,329,Male,449,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-34937,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
502,L30267,Wira Tirta Jaladara,01:03:40,01:01:02,Open,121,Male,450,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-29289,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
503,N61615,Rully Andika,01:03:41,01:03:12,Closed,330,Male,451,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-34867,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
504,N62008,Grady Angga Prasady,01:03:44,01:01:33,Closed,331,Male,452,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-35260,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
505,L31371,Satrio Bagaskoro,01:03:44,01:01:40,Open,122,Male,453,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-30393,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
506,N61748,Galih Pramudyo Utomo,01:03:45,00:59:43,Closed,332,Male,454,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-35000,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
507,P61664,Chandra Lestari,01:03:47,01:03:25,Closed,39,Female,53,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-34916,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
508,N63107,Agus Setiawan,01:03:52,01:01:25,Closed,333,Male,455,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-36359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
509,N62217,Rahmat Supriyanto,01:03:52,00:59:17,Closed,334,Male,456,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-35469,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
510,L30393,Muhamad Maslak,01:03:53,01:03:48,Open,123,Male,457,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-3-29415,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
