Pos,Bib No,Name,Time,Gender,Gen Pos,CP 1 - KM 9.6,CP 2 - KM 13.65,CP 3 - KM 18.85,Finish,race_name,race_large_logo,race_category,runner_id,race_link
11,F1477,Estherándunge Kioko,01:24:57,Female,3,00:36:18,00:16:34,00:21:38,00:10:26,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170334,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
12,F1169,Christine Kambua Muyanga,01:26:21,Female,4,00:37:39,00:17:15,00:21:40,00:09:46,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170026,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
13,F1621,Janeájeronoá Rotichá,01:26:22,Female,5,00:37:33,00:16:57,00:21:59,00:09:52,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170478,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
14,1833,William Teguh Hartono,01:28:06,Male,9,00:38:55,00:16:59,00:21:56,00:10:08,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170690,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
15,1828,Sopiyan Sopiyan,01:30:06,Male,10,00:40:59,00:17:15,00:21:56,00:09:54,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170685,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
16,M1125,Oktavianus Quaasalmy,01:31:35,Male,11,00:40:07,00:17:49,00:22:59,00:10:38,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-169982,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
17,M1294,Sumardiá Pakpahan,01:33:03,Male,12,00:40:40,00:17:59,00:23:27,00:10:55,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170151,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
18,M1502,Bastian Tandean,01:33:32,Male,13,00:45:18,00:19:16,,01:33:32,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
19,1819,Raden Muhammad baqir,01:33:50,Male,14,00:39:32,00:18:11,00:24:02,00:12:03,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170676,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
20,M1181,Tillá Teuberá,01:35:30,Male,15,00:43:38,00:18:33,00:22:56,00:10:20,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170038,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
21,M1388,Alexanderá Damanik,01:36:20,Male,16,00:40:40,00:18:08,00:25:56,00:11:33,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170245,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
22,M1640,Rafialdyá Bagraf,01:36:24,Male,17,00:43:04,00:18:30,00:23:44,00:10:59,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170497,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
23,M1182,Toufan Sofiandy,01:36:29,Male,18,00:42:33,00:18:47,00:24:06,00:11:01,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170039,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
24,F1392,Irmaá Handayani,01:36:52,Female,6,00:43:51,00:16:48,00:24:47,00:11:24,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170249,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
25,M1190,Aleksandar Marchev,01:37:01,Male,19,00:44:08,00:18:33,00:23:21,00:10:52,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170047,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
26,1836,Muhamad Niam,01:37:19,Male,20,00:43:01,00:18:21,00:24:00,00:11:49,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170693,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
27,M1129,Daniel Christianto,01:38:18,Male,21,00:44:30,00:18:39,00:23:58,00:11:09,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-169986,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
28,M1369,Ilyas Andrian,01:40:13,Male,22,00:44:11,00:19:20,00:25:04,00:11:36,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170226,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
29,M1258,Naswan Naswan,01:40:16,Male,23,00:45:06,00:18:52,00:24:53,00:11:17,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170115,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
30,F1320,Pretty Sihite,01:40:32,Female,7,00:44:37,00:18:31,00:24:34,00:12:48,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170177,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
31,1963,Jasmine Nike,01:41:22,Female,8,00:46:46,00:18:57,00:24:08,00:10:42,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170820,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
32,1826,ADITYA EKA PUTRA,01:41:48,Male,24,00:45:56,00:19:59,00:24:43,00:11:04,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170683,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
33,M1371,Henry Pfisterer,01:41:58,Male,25,00:45:38,00:19:34,00:25:06,00:11:33,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170228,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
34,2036,Muhammad Fahri Misan,01:42:14,Male,26,00:45:06,00:19:47,00:25:35,00:11:38,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170893,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
35,M1143,Andre Budiman,01:42:15,Male,27,00:45:52,00:19:45,00:25:14,00:11:23,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170000,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
36,M1438,Yurbianto Yurbianto,01:42:27,Male,28,00:46:15,00:19:33,00:25:05,00:11:31,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170295,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
37,M1555,Daudá Susanto,01:42:32,Male,29,00:48:36,00:21:05,,01:42:32,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
38,M1657,Sandi RizáAkbar,01:42:35,Male,30,00:46:16,00:19:23,00:25:01,00:11:49,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170514,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
39,F1170,Anggun Tresnaningsih,01:42:40,Female,9,00:44:22,00:18:45,00:24:28,00:14:59,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170027,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
40,M1111,MuhammadáDaffa AkhsaniáTaqwim,01:42:43,Male,31,00:45:29,00:19:47,00:25:20,00:12:01,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-169968,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
41,1986,Edwin Sutjipto,01:42:57,Male,32,00:46:24,00:19:20,00:25:13,00:11:52,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170843,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
42,M1441,Werfan Sinaga,01:43:18,Male,33,00:45:30,00:20:15,00:25:38,00:11:54,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170298,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
43,M1766,Jack He,01:43:57,Male,34,01:00:06,,01:30:12,00:13:45,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170623,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
44,M1486,Jasperá Bouman,01:44:05,Male,35,00:46:51,00:20:01,00:25:38,00:11:34,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170343,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
45,M1001,Devi Efendi,01:44:17,Male,36,00:45:49,00:19:43,00:26:18,00:12:13,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-169858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
46,M1760,Tauhid -,01:44:25,Male,37,00:45:41,00:19:59,00:25:56,00:12:28,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
47,1823,Diki Prayugo,01:45:05,Male,38,00:47:43,00:20:23,00:25:29,00:11:20,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170680,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
48,M1089,Surya Lee,01:45:07,Male,39,00:47:13,00:20:12,00:25:40,00:11:59,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-169946,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
49,M1572,Dhanu MulyoáRahardjo,01:45:29,Male,40,00:44:24,00:20:43,00:27:43,00:12:35,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170429,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
50,M1658,Vigor Mansnembra,01:46:07,Male,41,00:46:15,00:19:42,00:27:51,00:12:12,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-1-170515,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
