Pos,Race No,Name,Time,Gender,Gen Pos,"CP1 - KM 3,85",Finish,race_name,race_large_logo,race_category,runner_id,race_link
51,2554,MARKUS WIRAWAN,00:49:46,Male,51,00:25:48,00:23:53,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185582,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
52,2617,DHANY SULISTYO,00:51:45,Male,52,00:26:40,00:24:55,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185644,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
53,2522,A YUSUF RIZAL,00:52:13,Male,53,00:27:00,00:25:02,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185550,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
54,2609,DANANG SUHIRYO,00:53:00,Male,54,00:28:17,00:24:38,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185636,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
55,2557,ADHI YULIANTO,00:53:18,Male,55,00:27:05,00:26:01,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185585,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
56,2511,HASAN GOZALI,00:53:28,Male,56,00:24:19,00:28:48,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185539,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
57,2566,SUYIKNO,00:53:55,Male,57,00:27:22,00:26:19,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185593,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
58,2542,SYAIFUL ANWAR,00:53:58,Male,58,00:27:30,00:26:21,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185570,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
59,2526,JOROTTA,00:54:00,Male,59,00:27:03,00:26:57,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
60,2563,ARIEYANTO CHANDRA,00:54:15,Male,60,00:29:25,00:24:41,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185590,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
61,2603,IWAN KUSNANDAR T,00:54:49,Male,61,00:28:02,00:26:36,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185630,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
62,2580,BONDAN PUJANARKO,00:55:06,Male,62,00:27:26,00:27:31,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185607,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
63,2564,ANDY WIBOWO,00:55:32,Male,63,00:29:26,00:25:56,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185591,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
64,2541,HARTONO,00:56:28,Male,64,00:29:16,00:27:05,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185569,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
65,2572,DANIEL EKOWIBOWO,00:56:48,Male,65,00:30:38,00:25:47,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185599,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
66,2533,JOY ADI BUDIANTO,00:57:35,Male,66,00:30:35,00:26:19,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185561,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
67,2523,CANDRA WIJAYA,00:58:52,Male,67,00:31:02,00:27:49,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185551,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
68,2615,JIMMY JULIANTO,00:58:55,Male,68,00:30:38,00:28:09,Antangin Tour De Ambarrukmo,https://images.racetec.net/results/racelogo/19723/19723_138.jpg,KOM 40-44,http://results.scorenow.co.id/myresults.aspx?uid=19723-138-3-185642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=138
