Pos,Bib No,Name,Time,Gender,Gen Pos,CP 1 - KM 4.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,6838,NEW ENTRY 500,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172770,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6839,NEW ENTRY 501,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172771,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6840,NEW ENTRY 502,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172772,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6841,NEW ENTRY 503,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172773,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6842,NEW ENTRY 504,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172774,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6843,NEW ENTRY 505,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172775,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6844,NEW ENTRY 506,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172776,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6845,NEW ENTRY 507,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172777,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6846,NEW ENTRY 508,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172778,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6847,NEW ENTRY 509,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172779,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6848,NEW ENTRY 510,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6849,NEW ENTRY 511,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172781,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6850,NEW ENTRY 512,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172782,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6851,NEW ENTRY 513,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172783,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6852,NEW ENTRY 514,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172784,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6853,NEW ENTRY 515,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172785,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6854,NEW ENTRY 516,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6855,NEW ENTRY 517,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172787,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6856,NEW ENTRY 518,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6857,NEW ENTRY 519,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172789,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6858,NEW ENTRY 520,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172790,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6859,NEW ENTRY 521,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172791,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6860,NEW ENTRY 522,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172792,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6861,NEW ENTRY 523,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172793,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,6862,NEW ENTRY 524,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-172794,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
