Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
3601,H22159,Mohammad Muchlis,03:19:29,National,2635,Male,2649,Indonesia,00:04:50,00:41:41,00:38:18,00:27:59,00:22:00,00:18:37,00:26:35,00:19:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202165,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3602,H21458,Bernard Susilo,03:19:31,National,2636,Male,2650,Indonesia,00:00:21,00:36:54,00:42:07,00:26:47,00:22:51,00:23:16,00:31:35,00:15:38,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201464,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3603,K23984,Cory Margaretta Nadapdap,03:19:33,National,943,Female,953,Indonesia,00:00:09,00:40:43,00:44:39,00:27:24,00:22:34,00:20:50,00:27:56,00:15:15,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203990,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3604,K22082,Hajar Shofiyya,03:19:34,National,944,Female,954,Indonesia,00:02:01,00:46:20,00:43:06,00:24:14,00:21:18,00:20:33,00:26:09,00:15:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202088,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3605,K23390,Emmy Junianti,03:19:35,National,945,Female,955,Indonesia,00:01:45,00:40:26,00:43:19,00:27:27,00:23:19,00:20:03,00:27:56,00:15:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3606,H22032,Robert Ludoyo,03:19:38,National,2637,Male,2651,Indonesia,00:01:55,00:40:31,00:42:13,00:24:55,00:23:03,00:20:32,00:29:31,00:16:56,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202038,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3607,H21281,I Made Suindra Antara,03:19:42,National,2638,Male,2652,Indonesia,00:04:09,00:40:04,00:40:05,00:24:42,00:20:55,00:22:35,00:30:05,00:17:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201287,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3608,K23051,Eka Eriani Dienovita,03:19:44,National,946,Female,956,Indonesia,00:02:59,00:44:40,00:42:39,00:23:30,00:21:06,00:19:47,00:30:00,00:14:59,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203057,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3609,H22404,Danang Purwanto,03:19:46,National,2639,Male,2653,Indonesia,00:04:16,00:39:21,00:38:19,00:24:42,00:23:59,00:22:53,00:28:22,00:17:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202410,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3610,K21860,Maria Ida Tota Noenoehitoe,03:19:47,National,947,Female,957,Indonesia,00:01:46,00:37:37,00:41:31,00:25:40,00:22:44,00:22:14,00:30:39,00:17:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201866,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3611,H21638,Edy Susetyo,03:19:48,National,2640,Male,2654,Indonesia,00:04:15,00:44:54,00:41:49,00:23:44,00:23:19,00:20:34,00:29:53,00:11:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201644,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3612,K21867,Dian Komalasari,03:19:52,National,948,Female,958,Indonesia,00:03:11,00:40:51,00:43:24,00:26:51,00:25:09,00:20:39,00:25:25,00:14:18,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201873,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3613,H21750,Ahmad Syauqi,03:19:52,National,2641,Male,2655,Indonesia,00:01:02,00:40:23,00:42:00,00:26:11,00:22:10,00:23:07,00:31:23,00:13:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3614,H24458,Tan Drama,03:19:53,National,2642,Male,2656,Indonesia,00:03:36,00:38:41,00:39:38,00:25:28,00:22:34,00:23:04,00:29:11,00:17:37,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3615,K23628,Febronia Hendra Pratiwi,03:19:56,National,949,Female,959,Indonesia,00:03:36,00:39:21,00:42:28,00:26:33,00:23:50,00:21:17,00:28:51,00:13:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203634,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3616,H23373,Yana Suryana,03:20:00,National,2643,Male,2657,Indonesia,00:03:56,00:35:32,00:40:49,00:24:33,00:22:39,00:23:30,00:32:31,00:16:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3617,K23804,Risdiana Bratanegara,03:20:02,National,950,Female,960,Indonesia,00:02:27,00:40:26,00:41:41,00:25:19,00:24:26,00:20:24,00:29:23,00:15:54,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3618,H23610,Anang Prasakti,03:20:02,National,2644,Male,2658,Indonesia,00:04:12,00:40:08,00:38:17,00:25:34,00:22:17,00:22:12,00:30:33,00:16:46,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203616,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3619,H21676,Alfiadi Teguh Kurniawan,03:20:06,National,2645,Male,2659,Indonesia,00:03:56,00:44:10,00:42:58,00:25:19,00:22:59,00:19:15,00:26:15,00:15:10,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201682,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3620,K21863,Hanifah Mirzanie,03:20:06,National,951,Female,961,Indonesia,00:03:56,00:44:10,00:42:58,00:25:24,00:23:43,00:18:30,00:26:11,00:15:10,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201869,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3621,H23615,Agus Setiawan,03:20:07,National,2646,Male,2660,Indonesia,00:04:43,00:41:01,00:41:18,00:24:25,00:21:17,00:20:30,00:29:55,00:16:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203621,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3622,K23573,Endah Marisa,03:20:10,National,952,Female,962,Indonesia,00:03:26,00:40:57,00:43:53,00:25:23,00:20:44,00:22:46,00:28:47,00:14:11,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203579,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3623,H23042,Arvin Yusuf,03:20:10,National,2647,Male,2661,Indonesia,00:01:58,00:40:55,00:41:45,00:24:16,00:24:06,00:19:43,00:30:11,00:17:14,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203048,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3624,H21261,Golfrit Rolex Vernando Manurung,03:20:13,National,2648,Male,2662,Indonesia,00:03:21,00:40:49,00:40:25,00:29:13,00:22:50,00:18:09,00:26:48,00:18:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3625,H21412,R Amir Hamzah,03:20:14,National,2649,Male,2663,Indonesia,00:03:15,00:40:55,00:40:20,00:29:15,,02:34:49,00:26:49,00:18:34,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201418,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3626,H21116,Agus Gunawan,03:20:14,National,2650,Male,2664,Indonesia,00:03:21,00:40:49,00:39:59,00:29:39,00:22:48,00:17:49,00:27:11,00:18:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201122,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3627,H22068,Aunwibowo11,03:20:14,National,2651,Male,2665,Indonesia,00:03:21,00:40:49,00:40:20,00:28:53,00:19:09,00:21:49,00:27:16,00:18:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202074,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3628,H21199,Untung Cahaya Putra,03:20:14,National,2652,Male,2666,Indonesia,00:03:20,00:40:50,00:40:21,00:29:16,00:22:49,00:18:11,00:26:50,00:18:34,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201205,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
