Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
,1658,Fitri Ardiyanti,DNF,Female,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5499,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1665,Hanita Yusoff,DNF,Female,,Malaysia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5506,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1678,Iyat Supriyatna,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5519,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1694,Mas Hadi,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5535,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1709,Nurfadlilah Palestine Turmudzy,DNF,Female,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5550,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1713,Puguh Sarwono,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1722,Rudy Tulus,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5563,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1726,Sony Suharsono,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5567,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1731,Sulistiono Sudjono,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5572,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1636,Daniel Mashudi,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5477,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1643,Doris Linda Wardani,DNF,Female,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5484,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
,1692,Lingga El Thansa,DNF,Male,,Indonesia,BROMO MARATHON 2018,https://images.racetec.net/results/racelogo/19723/19723_37.jpg,42K,http://results.scorenow.co.id/myresults.aspx?uid=19723-37-1-5533,http://results.scorenow.co.id/results.aspx?CId=19723&RId=37
