Pos,Race No,Name,Time,Category,Cat Pos,Gender,CP1 - KM 1.5,CP2 - KM 10,CP3 - KM 16,Finish,race_name,race_large_logo,race_category,runner_id,race_link
14,185,ADI AGUSMAN,01:37:07.423,Master,7,Male,00:05:48.403,00:43:43.790,01:11:21.093,01:37:07.423,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223224,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
15,503,HARI PURWADI,01:38:47.697,Master,8,Male,00:06:48.763,00:45:13.560,01:13:10.050,01:38:47.697,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223542,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
16,262,WALIYANTI,01:39:35.400,Top 3 Open,1,Female,00:05:57.823,00:45:56.723,01:14:00.917,01:39:35.400,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223301,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
17,248,LUKAS WIRANTO,01:39:58.680,Master,9,Male,00:06:08.770,00:46:05.440,01:14:38.063,01:39:58.680,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223287,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
18,412,SLAMET SLAMET,01:41:02.327,Master,10,Male,00:05:57.333,00:45:49.547,01:13:51.390,01:41:02.327,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223451,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
19,438,I MADE ARNAWA,01:41:13.270,Master,11,Male,00:05:46.193,00:46:06.220,01:14:39.210,01:41:13.270,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223477,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
20,261,SHINDY PATRICIA,01:42:46.430,Top 3 Open,2,Female,00:06:11.787,00:47:21.447,01:16:44.020,01:42:46.430,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223300,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
21,166,VICKY HARIYADI PRANATA,01:43:10.457,Master,12,Male,00:06:35.903,00:48:03.390,01:16:49.650,01:43:10.457,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223205,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
22,171,FIRMAN ALIF WARDHANI PUTRA,01:44:19.160,Open,5,Male,00:06:11.443,00:47:13.630,01:17:05.240,01:44:19.160,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223210,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
23,477,CHRISTOFER MULIADI SIAGIAN,01:44:24.670,Master,13,Male,00:06:33.023,00:49:01.330,01:18:21.660,01:44:24.670,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223516,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
24,253,SHARFINA SHEILA ROSADA,01:44:46.540,Top 3 Open,3,Female,00:05:58.673,00:46:30.930,01:16:52.110,01:44:46.540,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223292,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
25,425,MUHAMMAD AZIZ ROSYADI,01:45:26.093,Open,6,Male,00:06:44.250,00:49:18.807,01:18:52.003,01:45:26.093,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223464,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
26,144,ENDI YUNIARMOKO,01:45:26.383,Master,14,Male,00:06:12.117,00:47:49.993,01:18:02.260,01:45:26.383,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223183,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
27,314,POLNIWATI SALIM,01:45:29.793,Master,1,Female,00:06:32.597,00:49:17.500,01:19:13.400,01:45:29.793,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223353,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
28,279,TAKEHARU AZUMI,01:46:03.303,Master,15,Male,00:06:27.627,00:47:54.417,01:18:19.977,01:46:03.303,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
29,308,WANG JUN,01:46:29.880,Open,7,Male,00:06:32.590,00:49:03.527,01:19:09.413,01:46:29.880,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223347,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
30,85,SIHOL HASUDUNGAN,01:46:52.420,Master,16,Male,00:06:37.670,00:50:03.127,01:20:40.743,01:46:52.420,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223124,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
31,183,ROBY EKA AGUS PUTRA,01:47:03.667,Master,17,Male,00:07:40.803,00:50:25.367,01:20:04.580,01:47:03.667,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223222,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
32,99,HARVEY SUTOPO,01:47:11.147,Open,8,Male,00:06:58.617,00:51:21.457,01:21:15.410,01:47:11.147,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223138,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
33,431,RENDRA DAMAR SUKMA,01:47:18.203,Open,9,Male,00:08:28.993,00:50:49.827,01:20:49.473,01:47:18.203,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223470,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
34,28,REINALDO SURYO,01:47:21.290,Open,10,Male,00:06:35.563,00:48:39.720,01:19:10.083,01:47:21.290,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223067,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
35,19,ANDRI HAKIM,01:47:21.397,Master,18,Male,00:06:36.283,00:48:40.340,01:19:09.653,01:47:21.397,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
36,481,MUHAMMAD BRAGA SADEWA,01:47:30.830,Open,11,Male,00:07:10.847,00:49:27.987,01:19:04.463,01:47:30.830,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223520,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
37,205,FAUZI YOVIANKA,01:47:43.680,Open,12,Male,00:07:09.713,00:52:46.717,01:22:10.690,01:47:43.680,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223244,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
38,204,EVON,01:47:44.473,Master,19,Male,00:07:07.990,00:52:46.090,01:22:10.090,01:47:44.473,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223243,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
39,325,SUJARWADI,01:48:11.853,Master,20,Male,00:06:46.347,00:49:19.737,01:20:24.153,01:48:11.853,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223364,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
40,46,INDRA ANGGARA ADYATNIKA,01:48:42.680,Open,13,Male,00:06:39.360,00:48:18.080,01:18:52.247,01:48:42.680,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223085,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
41,216,ANANTA,01:49:34.923,Open,14,Male,00:08:27.423,00:51:41.153,01:21:34.443,01:49:34.923,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223255,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
42,8,PALGUNADI,01:50:10.977,Master,21,Male,00:06:14.420,00:49:06.717,01:21:06.447,01:50:10.977,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223047,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
43,64,EDDIE MICHAEL MACESAR,01:50:40.913,Master,22,Male,00:07:08.093,00:50:54.247,01:21:52.763,01:50:40.913,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223103,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
44,249,YUSTIAN HASTONO,01:50:41.380,Master,23,Male,00:06:46.757,00:51:48.457,01:22:46.620,01:50:41.380,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223288,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
45,152,CHRISTINA ARIANTI,01:50:57.723,Master,2,Female,00:06:45.750,00:51:40.700,01:23:19.110,01:50:57.723,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223191,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
46,240,TSEN FAN MIEN,01:50:57.883,Master,24,Male,00:07:11.323,00:51:54.573,01:23:04.157,01:50:57.883,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
47,517,PUJIONO SH MM,01:51:57.680,Unknown,1,Unknown,00:08:29.080,00:53:57.310,01:24:08.230,01:51:57.680,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223556,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
48,447,CARSUN,01:52:25.007,Master,25,Male,00:06:52.037,00:52:25.450,01:24:16.240,01:52:25.007,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223486,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
49,289,ILHAM DEWANGGA,01:52:29.650,Open,15,Male,00:07:43.550,00:53:35.490,01:25:00.993,01:52:29.650,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223328,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
50,149,TRIMULYO,01:52:34.840,Master,26,Male,00:07:12.130,00:52:41.473,01:24:35.460,01:52:34.840,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-1-223188,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
