Pos,Race No,Name,Time,Category,Cat Pos,Gender,CP1 - KM 1.5,CP2 - KM 7.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
951,1742,CITRA WIDI WIDIYAWATI,01:41:28.123,Nasional,202,Female,00:11:45.103,01:14:57.623,01:41:28.123,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224306,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
952,1709,CLARA LUCIANA,01:41:30.803,Nasional,203,Female,00:13:14.330,01:13:41.037,01:41:30.803,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224273,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
953,1190,ANDINA WIDHAYANTI,01:41:31.540,Nasional,204,Female,00:12:48.843,01:13:19.897,01:41:31.540,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223754,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
954,1860,MARCELINA FELY WIJAYA,01:41:40.113,Nasional,205,Female,00:12:11.890,01:13:18.460,01:41:40.113,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224424,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
955,1519,BEKTI SETIAWAN,01:41:47.970,Nasional,433,Male,00:14:37.793,01:15:10.940,01:41:47.970,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
956,1692,FITRI HARYONO,01:41:48.597,Nasional,434,Male,00:13:00.800,01:14:27.507,01:41:48.597,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224256,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
957,1727,RESA RADITYA,01:41:50.190,Nasional,435,Male,00:12:32.347,01:14:37.273,01:41:50.190,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224291,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
958,1588,BONAVENTURA YAN PRANOTO,01:41:58.760,Master,193,Male,00:13:44.800,01:16:34.237,01:41:58.760,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224152,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
959,1279,ANANDA NAN FITRAH,01:42:23.950,Nasional,436,Male,00:13:15.910,01:13:59.767,01:42:23.950,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-223843,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
960,1759,ARIF HIDAYAT,01:42:35.670,Master,194,Male,00:13:58.393,01:15:37.533,01:42:35.670,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224323,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
961,1509,YUDIT PRADITA,01:42:47.373,Nasional,206,Female,,01:18:44.293,01:42:47.373,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224073,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
962,1508,IWAN SETIAWAN,01:42:47.410,Master,195,Male,00:26:22.003,01:18:43.850,01:42:47.410,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224072,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
963,1629,RISKI NUR FITRIAH,01:42:50.410,Nasional,207,Female,00:14:01.737,01:15:02.440,01:42:50.410,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224193,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
964,1628,RICKY DWI NUR TYASTONO,01:42:50.513,Nasional,437,Male,00:14:01.663,01:15:01.070,01:42:50.513,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224192,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
965,2082,FREDDY,01:43:10.147,Master,196,Male,00:12:55.070,01:15:02.190,01:43:10.147,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224646,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
966,1615,ADE WAHYUDI,01:43:26.470,Master,197,Male,00:12:23.563,01:16:02.703,01:43:26.470,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
967,1763,IZMI AULIA PRATIWI,01:43:27.500,Nasional,208,Female,00:13:07.223,01:15:20.250,01:43:27.500,Mangkunegaran Run In Solo 2024,https://images.racetec.net/results/racelogo/19723/19723_178.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-178-2-224327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=178
