Pos,Bib No,Name,Net Time,Category,Net Cat Pos,Second Cat,Gender,Country,"CP1 - KM 39,56","CP2 - KM 60,15","CP3 - KM 65,45","CP4 - KM 78,57",Finish Split Time,race_name,race_large_logo,race_category,runner_id,race_link
311,335,Surya Winata Harsono,05:30:54,M 18-34,101,,Male,Indonesia,01:24:29,00:53:37,00:42:16,00:36:14,01:54:16,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157804,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
312,727,Hardy Ciputra,05:31:01,M 18-34,102,,Male,Indonesia,01:19:16,00:39:49,00:38:36,00:38:23,02:14:55,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158196,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
313,585,Andre Soesanto Putera,05:32:13,M 35-39,70,,Male,Indonesia,01:16:35,00:42:23,00:41:18,00:40:26,02:11:29,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158054,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
314,138,Jeffry Hosea,05:32:34,M 50-54,22,,Male,Indonesia,01:10:40,00:35:58,00:46:33,00:35:11,02:24:10,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157731,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
315,306,Muhammad Fathan Nautika,05:33:04,M 18-34,103,,Male,Indonesia,01:10:35,00:41:07,00:35:10,00:39:56,02:26:14,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157775,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
316,741,Anthony Arthur Susanto,05:33:07,M 45-49,25,,Male,Indonesia,01:14:01,00:43:23,00:38:53,00:38:22,02:18:26,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158210,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
317,662,Rikky Akmaja,05:33:33,M 35-39,71,,Male,Indonesia,01:13:02,00:40:18,00:36:56,00:45:20,02:17:56,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158131,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
318,321,Geodita Woro Bramanti,05:33:50,W 35-39,9,,Female,Indonesia,01:09:26,00:37:23,00:31:09,00:33:09,02:42:41,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157790,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
319,103,Muhammad Fathur Razaq Anwar,05:33:50,M 18-34,104,,Male,Indonesia,01:10:29,00:40:29,00:38:53,00:36:19,02:27:38,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157696,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
320,301,Zeffry Dr,05:34:00,M 50-54,23,,Male,Indonesia,01:09:46,00:42:47,00:37:21,00:40:39,02:23:24,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157770,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
321,323,Peter Nursalim,05:34:06,M 40-44,45,,Male,Indonesia,01:05:52,00:33:07,00:40:46,00:40:31,02:33:47,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157792,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
322,739,Jimmy Wirawan,05:34:14,M 40-44,46,,Male,Indonesia,01:05:52,00:35:00,00:40:39,00:38:48,02:33:53,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158208,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
323,736,Rochmat Nugraha,05:34:24,M 45-49,26,,Male,Indonesia,01:19:58,00:44:09,00:34:44,00:44:38,02:10:53,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158205,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
324,659,Arief Rahman,05:34:28,M 18-34,105,,Male,Indonesia,01:08:05,00:58:40,00:50:28,00:41:43,01:55:30,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
325,404,Randy Trianto Thomas Hardi,05:34:45,M 35-39,72,,Male,Indonesia,01:14:07,00:38:34,00:35:38,00:43:59,02:22:26,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157873,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
326,808,William Tjandra Wijaya,05:34:56,M 18-34,106,Youth Cat,Male,Indonesia,01:17:23,00:44:57,00:29:23,00:47:00,02:16:10,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158277,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
327,807,Kobe Aja,05:35:08,M 18-34,107,,Male,Indonesia,01:17:23,00:44:56,00:29:28,00:46:58,02:16:21,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158276,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
328,311,Tham Jimmy Tedja,05:35:31,M 55-59,6,,Male,Indonesia,01:14:36,00:43:28,00:39:07,00:38:56,02:19:23,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
329,420,Edy Iskandar,05:35:41,M 35-39,73,,Male,Indonesia,01:10:43,00:41:03,00:34:51,00:40:36,02:28:25,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157889,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
330,903,Ricky Harris,05:36:37,M 40-44,47,,Male,Indonesia,01:10:45,00:57:49,00:34:03,00:46:53,02:07:05,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
331,900,Denny Triyanto,05:36:38,M 45-49,27,,Male,Indonesia,01:14:33,00:39:24,00:35:40,00:42:04,02:24:55,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158369,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
332,130,Wira Rusli,05:36:50,M 45-49,28,,Male,Indonesia,01:12:01,00:39:40,00:34:41,00:42:05,02:28:22,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157723,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
333,336,Fadhilah Yafie,05:37:10,W 35-39,10,,Female,Indonesia,01:13:34,00:39:54,00:36:32,00:45:12,02:21:55,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157805,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
334,770,Donny Kusnandar,05:37:39,M 40-44,48,,Male,Indonesia,01:12:47,00:37:57,00:37:59,00:38:23,02:30:31,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158239,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
335,756,Firmansjah Chandra,05:38:21,M 50-54,24,,Male,Indonesia,01:07:10,00:36:06,00:37:45,00:42:54,02:34:24,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158225,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
336,381,Firman Tendrian,05:38:22,M 18-34,108,,Male,Indonesia,01:21:54,00:43:50,00:36:36,00:42:10,02:13:50,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157850,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
337,892,Fiky Apriza,05:38:33,M 40-44,49,,Male,Indonesia,01:11:10,00:39:35,00:38:39,00:35:37,02:33:30,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158361,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
338,449,Tan Freddy Siswanto,05:38:45,M 50-54,25,,Male,Indonesia,01:13:20,00:44:53,00:39:03,00:39:36,02:21:51,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157918,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
339,584,Wahyudi Teguh,05:39:02,M 35-39,74,,Male,Indonesia,01:16:19,00:42:02,00:34:29,00:47:38,02:18:32,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158053,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
340,737,Dr Firdianto,05:39:12,M 50-54,26,,Male,Indonesia,01:19:58,00:44:11,00:38:02,00:41:23,02:15:35,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158206,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
341,738,Andri Prawata,05:39:13,M 18-34,109,,Male,Indonesia,01:19:51,00:44:12,00:38:08,00:41:11,02:15:50,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158207,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
342,129,Andrea Santoso,05:39:45,M 40-44,50,,Male,Indonesia,01:08:42,00:33:20,00:37:05,00:47:33,02:33:04,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157722,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
343,632,Hendra Kurniawan,05:40:14,M 50-54,27,,Male,Indonesia,01:13:23,00:59:52,00:37:38,00:48:29,02:00:50,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158101,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
344,365,Prahara Yuri,05:40:30,M 35-39,75,,Male,Indonesia,01:19:49,00:44:08,00:31:16,00:45:57,02:19:19,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157834,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
345,878,Tono Tomato,05:40:34,M 40-44,51,,Male,Indonesia,01:20:06,00:45:19,00:46:27,00:40:20,02:08:21,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158347,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
346,482,Irwan Setiadi,05:40:57,M 35-39,76,,Male,Indonesia,01:32:52,00:39:04,00:30:24,01:02:01,01:56:34,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157951,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
347,735,Dr Fara Vitantri Diah C,05:41:20,W 45-49,4,,Female,Indonesia,01:19:53,00:44:09,00:34:43,00:44:40,02:17:54,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158204,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
348,793,Steven Wijaya,05:41:32,M 40-44,52,,Male,Indonesia,01:13:22,00:39:19,00:31:17,00:37:30,02:40:01,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
349,868,Anggah Oktodianto,05:41:52,M 35-39,77,,Male,Indonesia,01:13:39,00:45:22,00:36:27,00:47:40,02:18:42,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-158337,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
350,408,Iffan Darmawan,05:41:55,M 45-49,29,,Male,Indonesia,01:11:58,00:39:15,00:44:07,00:43:48,02:22:44,IL FESTINO,https://images.racetec.net/results/racelogo/19723/19723_119.jpg,Gran Fondo,http://results.scorenow.co.id/myresults.aspx?uid=19723-119-1-157877,http://results.scorenow.co.id/results.aspx?CId=19723&RId=119
