Pos,Bib No,Name,Time,Category,Gender,Gen Pos,Country,Start,Checkpoint 1 Km 4,Pace,Checkpoint 2 Km 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
451,1421,Nuruzzahro Meiviyanti,01:35:19,Overall,Female,451,Indonesia,00:00:52,00:35:38,8:54,00:40:15,5:02,00:18:32,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222152,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
452,1407,Andan Anjani,01:35:28,Overall,Female,452,Indonesia,00:01:20,00:37:21,9:20,00:38:35,4:49,00:18:10,1:49,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222138,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
453,1409,naura nabila,01:35:49,Overall,Female,453,Indonesia,00:00:25,00:36:16,9:04,00:39:55,4:59,00:19:13,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222140,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
454,1311,Indah Nur Arifa,01:35:51,Overall,Female,454,Indonesia,00:00:10,00:36:16,9:04,00:40:00,5:00,00:19:23,1:56,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222042,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
455,1037,Trianita Adhi,01:36:04,Overall,Female,455,Indonesia,00:00:23,00:37:06,9:16,00:39:34,4:56,00:18:59,1:53,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221768,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
456,1175,Vadhillah Kevina Ukraina,01:36:08,Overall,Female,456,Indonesia,00:00:51,00:37:04,9:16,00:39:05,4:53,00:19:07,1:54,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221906,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
457,1508,Meta Basyariana,01:36:13,Overall,Female,457,Indonesia,00:00:40,00:36:21,9:05,00:39:15,4:54,00:19:56,1:59,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222239,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
458,1588,Stefani Jelousiana Susilo,01:36:15,Overall,Female,458,Indonesia,00:01:26,00:37:30,9:22,00:38:01,4:45,00:19:17,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222319,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
459,1641,Yutti Panduko,01:36:24,Overall,Female,459,Indonesia,00:00:53,00:38:18,9:34,00:38:18,4:47,00:18:53,1:53,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
460,1512,endri riana,01:36:27,Overall,Female,460,Indonesia,00:00:25,00:36:46,9:11,00:39:37,4:57,00:19:38,1:57,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222243,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
461,1493,Diya Ristanti,01:36:31,Overall,Female,461,Indonesia,00:00:58,00:36:46,9:11,00:39:06,4:53,00:19:39,1:57,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222224,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
462,1486,TESSALONICA DIVANY,01:36:31,Overall,Female,462,Indonesia,00:00:57,00:36:46,9:11,00:39:06,4:53,00:19:40,1:58,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222217,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
463,1274,Diajeng Andina,01:36:34,Overall,Female,463,Indonesia,00:00:50,00:37:36,9:24,00:39:30,4:56,00:18:36,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222005,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
464,1055,Anita christina Sinaga,01:36:36,Overall,Female,464,Indonesia,00:00:22,00:37:37,9:24,00:38:45,4:50,00:19:50,1:59,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
465,1636,Rafa Indira,01:36:39,Overall,Female,465,Indonesia,00:04:09,00:35:20,8:50,00:38:54,4:51,00:18:15,1:49,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222367,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
466,1546,Diah Kasmaji,01:36:43,Overall,Female,466,Indonesia,00:01:09,00:38:24,9:36,00:39:27,4:55,00:17:42,1:46,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222277,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
467,1659,Sariri Dewi,01:36:50,Overall,Female,467,Indonesia,00:00:49,00:38:51,9:42,00:38:12,4:46,00:18:57,1:53,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222390,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
468,1077,Trysha Cintantya,01:36:55,Overall,Female,468,Indonesia,00:00:21,00:39:03,9:45,00:39:11,4:53,00:18:19,1:49,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221808,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
469,1502,Rizky Aprilia,01:36:56,Overall,Female,469,Indonesia,00:00:20,00:35:28,8:52,00:42:27,5:18,00:18:39,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222233,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
470,1531,FITRI ISTIYANI,01:36:57,Overall,Female,470,Indonesia,00:00:55,00:36:46,9:11,00:40:41,5:05,00:18:33,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
471,1548,Metha Kamilia,01:36:58,Overall,Female,471,Indonesia,00:00:29,00:36:08,9:02,00:40:08,5:01,00:20:12,2:01,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
472,1450,Vincensia Tasha Devi Ariyanti,01:37:09,Overall,Female,472,Indonesia,00:00:17,00:35:37,8:54,00:41:06,5:08,00:20:08,2:00,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222181,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
473,1381,Shanti Wulandari,01:37:12,Overall,Female,473,Indonesia,00:00:54,00:38:09,9:32,00:39:31,4:56,00:18:36,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222112,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
474,1433,Astri Winingsih,01:37:13,Overall,Female,474,Indonesia,00:01:24,00:37:12,9:18,00:39:02,4:52,00:19:33,1:57,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222164,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
475,1194,Priscilla Violetta,01:37:13,Overall,Female,475,Indonesia,00:01:27,00:36:46,9:11,00:39:43,4:57,00:19:15,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221925,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
476,1491,Luciana Sulistyoningsih,01:37:16,Overall,Female,476,Indonesia,00:00:55,00:36:48,9:12,00:40:39,5:04,00:18:52,1:53,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222222,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
477,1195,Monica Laksmi Nariswari,01:37:22,Overall,Female,477,Indonesia,00:00:19,00:36:15,9:03,00:40:30,5:03,00:20:16,2:01,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221926,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
478,1436,Kristina Purnomo,01:37:25,Overall,Female,478,Indonesia,00:01:24,00:37:14,9:18,00:39:02,4:52,00:19:43,1:58,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222167,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
479,1612,Aulia Syifa Mardhiah Ristanti,01:37:31,Overall,Female,479,Indonesia,00:00:15,00:35:53,8:58,00:40:53,5:06,00:20:28,2:02,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222343,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
480,1358,Faradiza Belia Rachman,01:37:45,Overall,Female,480,Indonesia,00:00:42,00:37:38,9:24,00:39:58,4:59,00:19:25,1:56,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222089,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
481,1091,Dita Monica Sekarini,01:37:46,Overall,Female,481,Indonesia,00:01:14,00:36:13,9:03,00:41:36,5:12,00:18:41,1:52,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221822,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
482,1011,Fitria Anggrahini,01:37:46,Overall,Female,482,Indonesia,00:01:14,00:36:08,9:02,00:41:42,5:12,00:18:40,1:52,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221742,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
483,1298,Nur Azizah,01:37:46,Overall,Female,483,Indonesia,00:01:15,00:36:33,9:08,00:41:20,5:10,00:18:37,1:51,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222029,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
484,1105,L Reti Gingerich,01:37:47,Overall,Female,484,Indonesia,00:00:52,00:36:50,9:12,00:39:54,4:59,00:20:10,2:01,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221836,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
485,1383,Ratna Hardiyanti,01:37:48,Overall,Female,485,Indonesia,00:00:57,00:38:06,9:31,00:39:34,4:56,00:19:11,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222114,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
486,1485,Annisa Alifta,01:37:49,Overall,Female,486,Indonesia,00:00:57,00:36:29,9:07,00:40:05,5:00,00:20:16,2:01,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222216,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
487,1038,Prameswari Pujianto,01:37:50,Overall,Female,487,Indonesia,00:00:20,00:37:08,9:17,00:40:13,5:01,00:20:07,2:00,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221769,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
488,1122,Atikah Rahmadyasti,01:38:00,Overall,Female,488,Indonesia,00:00:30,00:36:55,9:13,00:40:11,5:01,00:20:22,2:02,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
489,1259,Arinda Sintha Dewi,01:38:01,Overall,Female,489,Indonesia,00:00:58,00:37:07,9:16,00:40:10,5:01,00:19:45,1:58,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221990,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
490,1620,Nisrina Alya Khoirunnisa Toha,01:38:23,Overall,Female,490,Indonesia,00:00:15,00:37:54,9:28,00:40:30,5:03,00:19:43,1:58,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222351,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
491,1477,Safira R,01:38:29,Overall,Female,491,Indonesia,00:00:59,00:37:17,9:19,00:40:17,5:02,00:19:55,1:59,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222208,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
492,1033,Nurul Firdiani Fauzan,01:38:30,Overall,Female,492,Indonesia,00:00:39,00:36:23,9:05,00:40:51,5:06,00:20:36,2:03,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221764,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
493,1422,Dhima Paramitha Oktacynara,01:38:31,Overall,Female,493,Indonesia,00:00:15,00:36:14,9:03,00:40:44,5:05,00:21:17,2:07,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222153,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
494,1700,Yusi Intan Junia,01:38:33,Overall,Female,494,Indonesia,00:07:48,00:33:26,8:21,00:38:04,4:45,00:19:14,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222431,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
495,1471,Bella Aryati,01:38:35,Overall,Female,495,Indonesia,00:00:59,00:36:39,9:09,00:40:55,5:06,00:20:00,2:00,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222202,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
496,1221,Irma Dwi,01:38:45,Overall,Female,496,Indonesia,00:00:12,00:39:05,9:46,00:39:34,4:56,00:19:53,1:59,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
497,1596,Sri Kartina Indriati S,01:38:56,Overall,Female,497,Indonesia,00:01:04,00:37:12,9:18,00:40:23,5:02,00:20:15,2:01,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
498,1616,MM Mardiyati Rahayuningsih,01:39:05,Overall,Female,498,Indonesia,00:00:45,00:38:23,9:35,00:40:02,5:00,00:19:53,1:59,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222347,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
499,1501,Emma Warnida,01:39:12,Overall,Female,499,Indonesia,00:00:21,00:35:28,8:52,00:42:29,5:18,00:20:53,2:05,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222232,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
500,1350,Ana Primardhani,01:39:12,Overall,Female,500,Indonesia,00:00:14,00:38:38,9:39,00:40:59,5:07,00:19:19,1:55,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222081,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
