Pos,Bib No,Name,Time,KM5.09,Finish,race_name,race_large_logo,race_category,runner_id,race_link
401,1421,Feny Soraya,01:32:40.583,00:43:30.670,00:48:50.297,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166847,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
402,1362,Shenty Natania,01:32:42.097,00:41:48.563,00:50:30.527,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
403,1497,Dhiya Nadira,01:32:43.540,00:41:39.157,00:50:36.247,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166923,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
404,1757,Yuni Crissa Sumbayak,01:32:44.207,00:44:05.660,00:48:23.710,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167183,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
405,1736,Gaudensia Diana,01:32:45.237,00:42:16.407,00:50:11.633,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167162,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
406,1540,Wina Wilanisa,01:32:47.397,00:44:45.787,00:47:32.457,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166966,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
407,1777,Wardah 9 Gina,01:32:48.377,,01:32:48.377,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167203,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
408,1683,Ananda Nabila Setyani,01:32:52.223,00:43:29.607,00:49:12.327,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167109,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
409,1953,Lisa Margaret Tjakra,01:32:55.257,00:43:00.160,00:49:03.530,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
410,1553,Fransisca Kurnia Widyasari,01:32:58.617,00:42:44.103,00:49:53.550,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166979,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
411,1826,AIA 48 Cynthia Yunita Ilyas,01:32:59.433,00:44:16.297,00:48:32.717,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167252,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
412,1244,Dyana Ratna Mariza,01:33:00.083,00:41:34.103,00:50:26.987,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166670,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
413,1285,Hadyani Ismareti,01:33:01.877,00:44:11.313,00:48:43.627,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166711,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
414,1235,Rani Novian,01:33:02.243,00:43:25.533,00:49:03.367,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166661,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
415,1015,Natasha Jogiastra,01:33:03.557,00:43:34.433,00:48:44.643,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166441,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
416,1521,Cindra Andes Putri,01:33:09.047,00:44:40.633,00:47:56.867,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166947,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
417,1766,Mila Maulidina,01:33:14.787,00:45:07.933,00:48:03.650,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167192,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
418,1762,Irine Maharani,01:33:15.140,00:45:08.107,00:48:03.830,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167188,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
419,1765,Norberta Yekti Setya Nastiti,01:33:15.410,00:45:07.820,00:48:04.387,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167191,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
420,1238,Yustika Prihandini,01:33:15.947,00:42:11.407,00:51:00.253,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166664,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
421,1741,Ayida Martas Sulfa,01:33:16.833,00:40:56.713,00:51:19.743,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167167,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
422,1023,Adinda Satwika,01:33:23.663,00:43:12.997,00:50:02.570,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166449,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
423,1025,Herdiana Rianiputri,01:33:24.433,00:43:12.103,00:50:04.833,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166451,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
424,1797,AIA 19 Endang Lestari,01:33:29.693,00:43:36.637,00:49:28.103,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167223,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
425,1799,AIA 21 Seruni,01:33:30.170,00:43:38.730,00:49:26.183,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167225,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
426,1028,Anastasia Febrianti,01:33:30.190,00:42:23.563,00:50:23.883,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
427,1891,DKI 22,01:33:34.157,00:45:03.013,00:48:17.680,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167317,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
428,1011,Eva Agriana Ali,01:33:39.020,00:45:52.337,00:47:09.693,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166437,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
429,1437,Sinta At,01:33:41.627,00:39:39.207,00:53:55.783,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166863,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
430,1067,Stefhanie,01:33:50.130,00:44:23.623,00:48:37.433,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166493,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
431,1293,Tasia A,01:33:54.560,00:45:46.870,00:47:07.603,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166719,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
432,1230,Nadia Arifianti Sungkar,01:33:54.627,00:45:52.830,00:47:01.250,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166656,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
433,1725,Ester Maramis,01:34:02.583,00:43:56.677,00:49:24.517,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167151,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
434,1074,Tamara Farahdinda Cakra,01:34:06.913,00:42:25.297,00:50:46.287,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166500,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
435,1605,Rizka Amalia,01:34:08.727,00:43:25.743,00:50:11.270,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167031,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
