Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
1,272,Team 272,02:15:36,RELAY,1,Mixed,1,,00:28:43,01:07:18,00:35:48,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38683,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
2,273,Team 273,02:24:29,RELAY,2,Mixed,2,,00:27:09,01:09:49,00:43:32,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38684,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
3,271,Serpong Cycling Team.,02:26:58,RELAY,3,Mixed,3,,00:30:04,01:13:41,00:38:37,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38681,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
4,268,PALAWIDJA Triathlon Team,02:39:25,RELAY,4,Mixed,4,,00:30:15,01:15:58,00:47:32,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38680,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
5,270,GUCCI,03:36:04,RELAY,5,Mixed,5,,,01:26:38,01:10:25,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38679,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
6,269,Canisian Sembilan Tiga,04:04:48,RELAY,6,Mixed,6,,00:52:24,01:48:50,01:15:06,SUNGAILIAT TRIATHLON 2017,https://images.racetec.net/results/racelogo/19723/19723_11.jpg,Standard Distance Relay,http://results.scorenow.co.id/myresults.aspx?uid=19723-11-4-38678,http://results.scorenow.co.id/results.aspx?CId=19723&RId=11
