Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 2,CP 2 - Km 6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
1,E3119,Syamsuddin Massa,00:31:21,Top 10 National Winners,1,Male,1,Indonesia,00:00:01,00:06:01,00:11:55,00:13:22,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210979,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
2,E2918,Wahyudi Putra,00:31:54,Top 10 National Winners,2,Male,2,Indonesia,00:00:01,00:06:11,00:12:23,00:13:18,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210778,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
3,E2834,Pandu Sukarya,00:31:56,Top 10 National Winners,3,Male,3,Indonesia,00:00:03,00:06:09,00:12:22,00:13:20,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210694,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
4,E2782,La Ode Safrudin,00:32:07,Top 10 National Winners,4,Male,4,Indonesia,00:00:01,00:06:12,00:12:23,00:13:31,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
5,E3984,Amat Sucipto Parapat,00:32:24,Top 10 National Winners,5,Male,5,Indonesia,00:00:00,00:06:12,00:12:23,00:13:48,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
6,E4208,Atjong Tio Purwanto,00:33:00,Top 10 National Winners,6,Male,6,Indonesia,00:00:00,00:06:23,00:12:49,00:13:47,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-212068,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
7,E2476,Febtrizega Zega,00:33:06,Top 10 National Winners,7,Male,7,Indonesia,00:00:00,00:06:23,00:12:49,00:13:52,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210341,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
8,E3937,Nugroho,00:33:08,Top 10 National Winners,8,Male,8,Indonesia,00:00:00,00:06:25,00:12:48,00:13:54,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211797,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
9,E2853,Fadhil Aulia Mufti,00:33:14,Top 10 National Winners,9,Male,9,Indonesia,00:00:01,00:06:24,00:12:47,00:14:00,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210713,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
10,E2830,Octovianus Erwin Beke,00:33:37,Top 10 National Winners,10,Male,10,Indonesia,00:00:00,00:06:18,00:12:55,00:14:22,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210690,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
11,E2628,Tio Sifa Fahrizal,00:34:20,National,1,Male,11,Indonesia,00:00:01,00:06:29,00:13:14,00:14:34,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210493,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
12,G2564,Faizin,00:34:59,Master,1,Male,12,Indonesia,00:00:00,00:06:44,00:13:34,00:14:40,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210429,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
13,E2638,Julkipri Hutapea,00:35:02,National,2,Male,13,Indonesia,00:00:02,00:06:30,00:13:20,00:15:07,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210503,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
14,E2379,Abdul Rosid,00:35:26,National,3,Male,14,Indonesia,00:00:01,00:06:47,00:13:33,00:15:04,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210244,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
15,E3934,Elisar Gamashi,00:35:27,National,4,Male,15,Indonesia,00:00:00,00:06:24,00:13:10,00:15:52,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211794,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
16,E3531,Nanang Supriyanto,00:35:48,National,5,Male,16,Indonesia,00:00:00,00:06:46,00:13:34,00:15:27,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211391,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
17,E2357,Rio Steven Waruwu,00:36:32,National,6,Male,17,Indonesia,00:00:00,00:06:28,00:14:08,00:15:55,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210222,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
18,G3562,Ferry Junaedi,00:36:59,Master,2,Male,18,Indonesia,00:00:00,00:07:07,00:14:07,00:15:43,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211422,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
19,G2829,Noce Matital,00:37:00,Master,3,Male,19,Indonesia,00:00:00,00:07:07,00:14:08,00:15:44,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210689,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
20,E4083,M Yusuf Aprian,00:37:30,National,7,Male,20,Indonesia,00:00:02,00:06:45,00:15:02,00:15:40,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
21,E2596,Hamdallah Dwili Fedra,00:37:30,National,8,Male,21,Indonesia,00:00:00,00:06:24,00:15:07,00:15:58,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210461,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
22,E3936,Zunfikar Andi Firmansyah,00:37:52,National,9,Male,22,Indonesia,00:00:02,00:07:14,00:14:33,00:16:01,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211796,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
23,G4047,Apriarto Muktiadi,00:38:43,Master,4,Male,23,Indonesia,00:00:02,00:07:04,00:14:54,00:16:42,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211907,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
24,F2643,Asnida Aras,00:39:28,Top 10 National Winners,1,Female,1,Indonesia,00:00:01,00:07:31,00:15:34,00:16:20,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210508,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
25,G3223,Rusmin,00:39:30,Master,5,Male,24,Indonesia,00:00:02,00:07:31,00:15:27,00:16:29,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
26,F3612,Gifty Virgio Reagusta,00:39:31,Top 10 National Winners,2,Female,2,Indonesia,00:00:01,00:07:31,00:15:34,00:16:23,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
27,F2931,Anjasari Dewi,00:39:54,Top 10 National Winners,3,Female,3,Indonesia,00:00:00,00:07:40,00:15:26,00:16:46,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210791,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
28,G4119,Siswo Miyarso,00:40:08,Master,6,Male,25,Indonesia,00:00:00,00:07:36,00:15:25,00:17:06,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211979,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
29,F3064,Bektiningsih Primadianfitri,00:40:08,Top 10 National Winners,4,Female,4,Indonesia,00:00:01,00:07:39,00:15:24,00:17:01,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210924,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
30,F2388,Vera Febrianti,00:40:13,Top 10 National Winners,5,Female,5,Indonesia,00:00:00,00:07:42,00:15:41,00:16:50,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210253,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
31,F4118,Wahyu Subiyanttari,00:40:18,Top 10 National Winners,6,Female,6,Indonesia,00:00:00,00:07:33,00:15:34,00:17:10,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211978,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
32,F2881,Yanitasari,00:41:29,Top 10 National Winners,7,Female,7,Indonesia,00:00:00,00:07:50,00:15:52,00:17:46,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210741,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
33,G2802,Sandy Suryanto,00:42:05,Master,7,Male,26,Indonesia,00:00:02,00:07:54,00:16:13,00:17:55,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210662,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
34,F4104,Aprilia Ena Solenita Savelinda Nabunome,00:42:25,Top 10 National Winners,8,Female,8,Indonesia,00:00:00,00:07:35,00:16:16,00:18:32,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211964,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
35,F4085,Desi Kristiani,00:43:16,Top 10 National Winners,9,Female,9,Indonesia,00:00:00,00:07:43,00:17:20,00:18:12,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211945,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
36,G3615,Rahadi Modern,00:43:25,Master,8,Male,27,Indonesia,00:00:02,00:07:33,00:16:54,00:18:53,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
37,G3879,Yusa Pridasa,00:43:27,Master,9,Male,28,Indonesia,00:00:14,00:07:43,00:16:49,00:18:39,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211739,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
38,H2955,Siti Muawanah,00:43:56,Top 10 National Winners,10,Female,10,Indonesia,00:00:00,00:08:11,00:16:55,00:18:49,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210815,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
39,E3757,Advent Laurensius Cuang,00:44:41,National,10,Male,29,Indonesia,00:00:07,00:09:01,00:17:30,00:18:01,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
40,E4199,Riko Feriando,00:44:43,National,11,Male,30,Indonesia,00:00:06,00:08:30,00:17:33,00:18:33,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-212059,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
41,G3835,Dedi Setiadi,00:44:45,Master,10,Male,31,Indonesia,00:00:02,00:08:58,00:17:15,00:18:28,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211695,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
42,F4181,Dwi Sagita Saragih,00:45:07,National,1,Female,11,Indonesia,00:00:01,00:07:58,00:18:03,00:19:04,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-212041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
43,F2503,Violine Intan Puspita,00:45:28,National,2,Female,12,Indonesia,00:00:00,00:08:40,00:17:49,00:18:58,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210368,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
44,H2940,Rumini,00:45:46,Master,1,Female,13,Indonesia,00:00:00,00:08:28,00:17:45,00:19:32,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210800,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
45,F4153,Halida Ulfah,00:45:59,National,3,Female,14,Indonesia,00:00:00,00:08:17,00:17:56,00:19:45,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-212013,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
46,G3073,Lumen Situmorang,00:46:26,Master,11,Male,32,Indonesia,00:00:03,00:08:49,00:17:40,00:19:51,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210933,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
47,G3931,Albertus Digwijaya,00:47:06,Master,12,Male,33,Indonesia,00:00:01,00:07:54,00:18:23,00:20:47,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211791,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
48,E2100,Muhammad Firdaus,00:47:15,National,12,Male,34,Indonesia,00:00:06,00:08:52,00:18:16,00:20:00,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-209965,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
49,E3711,Jeremy Jireh Martua Nainggolan,00:47:21,National,13,Male,35,Indonesia,00:00:01,00:07:54,00:18:20,00:21:06,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-211571,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
50,G2373,Hardy Suganda,00:47:35,Master,13,Male,36,Indonesia,00:00:02,00:08:56,00:18:23,00:20:13,PLN Electric Run,https://images.racetec.net/results/racelogo/19723/19723_155.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-155-2-210238,http://results.scorenow.co.id/results.aspx?CId=19723&RId=155
