Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,CP 1 - KM 4,Pace,CP 2 - KM 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
601,M4640,AGUNG HANDONO,01:26:07.797,NATIONAL,453,Male,465,00:34:03.487,8:45 min/km,00:32:15.633,8:24 min/km,00:18:48.377,8:36 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151505,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
602,M4902,IBNU PRIHARYANTO,01:26:08.003,NATIONAL,454,Male,466,00:32:44.493,8:25 min/km,00:33:08.067,8:21 min/km,00:19:17.750,8:36 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151767,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
603,P4047,IRMA AYU PRAMUDIKA,01:26:08.527,NATIONAL,117,Female,127,00:35:04.730,8:57 min/km,00:32:48.603,8:34 min/km,00:17:30.113,8:36 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150912,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
604,M4183,KUS HERIAWAN,01:26:09.467,NATIONAL,455,Male,467,00:31:11.520,8:17 min/km,00:36:12.020,8:40 min/km,00:16:46.967,8:36 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151048,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
605,P4193,VERA SANTOSO,01:26:10.480,NATIONAL,118,Female,128,00:35:30.983,9:04 min/km,00:33:05.193,8:40 min/km,00:16:47.173,8:37 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
606,M4532,AKHMAD ZAENUL MUTAQIN,01:26:20.690,NATIONAL,456,Male,468,00:33:32.943,8:51 min/km,00:32:42.050,8:30 min/km,00:18:12.787,8:38 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151397,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
607,M4728,DEVI REYMOND,01:26:20.857,NATIONAL,457,Male,469,00:33:31.637,8:51 min/km,00:32:41.957,8:30 min/km,00:18:12.983,8:38 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151593,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
608,M4913,AFRIZAL AFRIZAL,01:26:23.700,NATIONAL,458,Male,470,00:32:43.907,8:10 min/km,00:35:15.247,8:29 min/km,00:18:24.547,8:38 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151778,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
609,P4753,ANITA KRISNANDARI,01:26:27.530,NATIONAL,119,Female,129,00:32:00.373,8:04 min/km,00:36:18.017,8:34 min/km,00:17:50.267,8:38 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151618,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
610,M4122,ADE IRAWAN,01:26:30.387,NATIONAL,459,Male,471,00:35:04.187,8:57 min/km,00:33:15.480,8:38 min/km,00:17:24.197,8:39 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-150987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
611,P4356,JUNIATI SINULINGGA,01:26:31.323,NATIONAL,120,Female,130,00:34:04.167,8:39 min/km,00:33:45.627,8:33 min/km,00:18:06.690,8:39 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151221,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
612,M4840,KURNIAWAN DILIARISTIANTO,01:26:32.097,NATIONAL,460,Male,472,00:32:45.487,8:46 min/km,00:33:01.480,8:30 min/km,00:18:25.103,8:39 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-151705,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
613,P5201,ENDANG ASTHARANTI,01:26:33.713,NATIONAL,121,Female,131,00:34:19.150,9:07 min/km,00:31:59.120,8:33 min/km,00:18:06.593,8:39 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-4-152057,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
