Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Start,"CP 1 KM 2,5",CP 2 KM 5,"CP 3 KM 7,5",Finish,race_name,race_large_logo,race_category,runner_id,race_link
651,F 0411,Eka Nurhidayah Fitri,01:16:45,Female,134,Indonesia,00:01:40,00:09:02,00:27:18,00:18:53,00:19:50,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196492,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
652,M 0413,fachrudin al anshori,01:16:46,Male,510,Indonesia,00:01:44,00:18:26,00:18:25,00:18:41,00:19:26,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196494,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
653,F 0220,rahmatika nc,01:16:46,Female,135,Indonesia,00:00:43,00:18:42,00:18:32,00:18:43,00:20:04,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196301,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
654,F 0682,Maria Tika,01:16:47,Female,136,Indonesia,00:00:30,00:18:40,00:18:47,00:18:48,00:20:00,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196763,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
655,M 0321,Eko Pramono,01:16:49,Male,511,Indonesia,00:00:29,00:19:04,00:19:12,00:18:59,00:19:04,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196402,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
656,F 0322,Ratna Sulistyowati,01:16:49,Female,137,Indonesia,00:00:27,00:19:02,00:19:16,00:18:57,00:19:06,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196403,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
657,M 0880,Muhammad Mugiono,01:16:50,Male,512,Indonesia,00:01:10,00:18:25,00:18:27,00:18:34,00:20:11,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-193895,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
658,M 0303,IRWIN WAHYU UTAMA,01:16:51,Male,513,Indonesia,00:01:39,00:18:22,00:18:15,00:18:57,00:19:37,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196384,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
659,F 0098,Anna TJ,01:16:52,Female,138,Indonesia,00:00:54,00:08:51,00:28:17,00:18:46,00:20:02,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
660,M 0351,Luqman Indra,01:16:54,Male,514,Indonesia,00:00:07,00:19:28,00:19:57,00:18:55,00:18:25,Pocari Sweat Sports Run Tourism,https://images.racetec.net/results/racelogo/19723/19723_150.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-150-1-196432,http://results.scorenow.co.id/results.aspx?CId=19723&RId=150
