Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,CP 1 - KM 6,CP 2 - KM 9.41,CP 3 - KM 17.22,Finish,race_name,race_large_logo,race_category,runner_id,race_link
1801,A1023,TAKADA KUNIHIKO,02:35:18,INTERNATIONAL,40,Male,1515,Japan,,01:05:48,00:58:05,00:31:24,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-179973,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1802,E1106,Zaldy Masita,02:35:19,NATIONAL MASTER,416,Male,1516,Indonesia,00:43:00,00:23:37,00:56:44,00:30:23,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180056,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1803,E1897,Ary Nugroho,02:35:21,NATIONAL MASTER,417,Male,1517,Indonesia,00:42:05,00:23:38,00:59:09,00:28:48,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1804,C1623,Yulvi hendri,02:35:23,NATIONAL,972,Male,1518,Indonesia,00:40:35,00:22:33,00:57:51,00:31:00,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-180573,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1805,E2318,Pratomo Soedarsono PS,02:35:25,NATIONAL MASTER,418,Male,1519,Indonesia,00:41:49,00:22:33,00:57:20,00:32:11,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1806,C4964,celvin ferdinando,02:35:26,NATIONAL,973,Male,1520,Indonesia,00:35:19,00:24:15,01:01:34,00:33:10,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183913,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1807,E3236,Rafiq Sahempa,02:35:29,NATIONAL MASTER,419,Male,1521,Indonesia,00:42:05,00:23:37,00:56:20,00:30:40,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182185,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1808,E2722,Agus Sulistiyanto,02:35:30,NATIONAL MASTER,420,Male,1522,Indonesia,00:44:46,00:23:45,00:54:26,00:31:35,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181671,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1809,C2909,Bondan Setiawan,02:35:31,NATIONAL,974,Male,1523,Indonesia,00:40:31,00:22:37,00:54:29,00:35:26,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1810,F2058,Noviati,02:35:35,NATIONAL MASTER,107,Female,286,Indonesia,00:41:08,00:23:22,00:57:26,00:33:35,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181007,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1811,E3240,Syaifur Rahman,02:35:39,NATIONAL MASTER,421,Male,1524,Indonesia,00:40:18,00:22:19,00:56:08,00:30:28,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-182189,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1812,C4634,Bagas aziz pangestu,02:35:40,NATIONAL,975,Male,1525,Indonesia,01:07:33,00:18:40,00:44:38,00:24:47,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-183583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
1813,C2118,Altri warman,02:35:44,NATIONAL,976,Male,1526,Indonesia,00:37:29,00:24:02,01:00:23,00:33:22,LPS Monas Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_135.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-135-1-181067,http://results.scorenow.co.id/results.aspx?CId=19723&RId=135
