Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,Finish,race_name,race_large_logo,race_category,runner_id,race_link
2001,M33151,Ansori,01:29:16,National,1337,Male,1346,Indonesia,00:02:22,00:42:48,00:44:05,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207653,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2002,P30149,Adyanisa Rahma Yunita,01:29:16,National,652,Female,656,Indonesia,00:02:40,00:42:13,00:44:22,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-204653,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2003,M30083,Dwika Rastrasila,01:29:17,National,1338,Male,1347,Indonesia,00:03:12,00:42:30,00:43:33,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-204587,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2004,P33064,Piska Aprilia,01:29:17,National,653,Female,657,Indonesia,00:00:36,00:44:05,00:44:35,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2005,M32967,Galih Andaru Baskoro,01:29:18,National,1339,Male,1348,Indonesia,00:04:52,00:42:48,00:41:37,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207469,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2006,P34309,Kwa Valentina Christy,01:29:18,National,654,Female,658,Indonesia,00:05:25,00:39:33,00:44:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-208807,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2007,M31809,Bim Ibrahim,01:29:18,National,1340,Male,1349,Indonesia,00:00:06,00:38:16,00:50:56,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206311,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2008,P33012,Suci Yolianda Utami,01:29:18,National,655,Female,659,Indonesia,00:01:40,00:43:47,00:43:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207514,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2009,M31993,Ade Frediyadi,01:29:19,National,1341,Male,1350,Indonesia,00:01:11,00:44:38,00:43:28,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206495,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
2010,M30498,Sugiarto Ari Widodo,01:29:20,National,1342,Male,1351,Indonesia,00:02:21,00:41:53,00:45:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205000,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
