Pos,Race No,Name,Time,Gender,Gen Pos,Start,"Checkpoint 1 - Km 6,35","Checkpoint 2 - Km 9,4",Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
1,2140,Syamsuddin Massa,00:32:24,Male,1,00:00:01,00:19:53,,00:32:24,3:11 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197149,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
2,2223,Laode Safrudin,00:33:10,Male,2,00:00:01,00:20:11,,00:33:10,3:15 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197232,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
3,2139,Suparman,00:34:00,Male,3,00:00:01,00:20:50,00:10:55,00:02:12,3:20 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197148,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
4,2303,Tria Saputra,00:34:13,Male,4,00:00:01,,00:32:02,00:02:11,3:22 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197312,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
5,2103,Irwandi Fokatea,00:34:57,Male,5,00:00:00,00:21:01,00:11:36,00:02:18,3:26 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197112,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
6,2344,Fajaruddin,00:35:30,Male,6,00:00:01,,00:33:31,00:01:59,3:29 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197353,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
7,2219,Julmiardi Nur,00:37:45,Male,7,00:00:01,00:23:03,00:12:11,00:02:29,3:43 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197228,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
8,2351,Rully,00:38:10,Male,8,00:00:01,00:23:07,00:12:27,00:02:34,3:45 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197360,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
9,2212,I Nyoman Victor Clavis Davidica,00:38:49,Male,9,00:00:01,00:23:23,00:12:43,00:02:40,3:49 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197221,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
10,2277,Redydzzon,00:40:04,Male,10,00:00:00,,00:37:15,00:02:49,3:56 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197286,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
11,2172,Asnida Aras,00:40:41,Female,1,,,00:37:56,00:02:44,4:00 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197181,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
12,2252,Asnita,00:43:01,Female,2,,00:25:58,00:14:07,00:02:55,4:14 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197261,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
13,2304,Trinanda Dwi Putra,00:43:38,Male,11,00:00:01,00:26:36,00:14:05,00:02:54,4:17 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197313,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
14,2144,Yvonne Hillery Beti,00:45:09,Female,3,00:00:01,00:27:32,00:14:35,00:02:59,4:26 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197153,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
15,2327,Ferdinand Vikky Rompas,00:46:22,Male,12,00:00:02,00:28:39,00:14:49,00:02:50,4:33 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197336,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
16,2137,Ramli Tadayu,00:48:14,Male,13,00:00:01,00:29:25,00:15:39,00:03:07,4:44 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197146,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
17,2369,Mey Riska,00:48:49,Female,4,,00:30:15,00:15:31,00:03:02,4:48 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197378,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
18,2170,Arfandi Abdullah,00:49:20,Male,14,00:00:01,00:30:01,00:15:59,00:03:18,4:51 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
19,2253,Muhammad Fadil Hidayatullah,00:49:27,Male,15,00:00:00,00:25:56,00:19:22,00:04:09,4:52 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197262,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
20,2169,Apil Husain,00:49:55,Male,16,00:00:01,00:29:22,00:16:03,00:04:28,4:54 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197178,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
21,2270,Otniel Lumentah,00:50:31,Male,17,00:00:01,00:30:49,00:16:23,00:03:17,4:58 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197279,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
22,2194,Novia Adha Rianti,00:50:32,Female,5,,00:30:50,00:16:24,00:03:17,4:58 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197203,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
23,2238,Mohammad Eka Aditya,00:51:36,Male,18,00:00:09,00:31:00,00:16:55,00:03:30,5:04 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197247,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
24,2127,Muhammad Aulia Rahim Al Kadri,00:51:54,Male,19,00:00:02,00:31:14,00:16:51,00:03:46,5:06 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197136,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
25,2308,Yongki Leonard,00:52:13,Male,20,00:00:08,00:34:32,00:14:45,00:02:46,5:08 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197317,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
26,2246,Muh Randi,00:53:30,Male,21,00:00:03,00:32:17,00:17:36,00:03:33,5:15 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197255,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
27,2382,ANDRI BUDI,00:53:42,Unknown,1,00:00:01,00:32:51,00:17:26,00:03:22,5:17 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197391,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
28,2350,Kadek Yan,00:53:47,Male,22,00:00:09,00:32:13,00:17:47,00:03:36,5:17 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
29,2110,Gilang Prajanu,00:54:10,Male,23,00:00:04,00:32:44,00:17:52,00:03:28,5:19 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197119,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
30,2295,Sugiyanto Sugiyanto,00:54:39,Male,24,00:00:04,00:32:57,00:18:00,00:03:36,5:22 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197304,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
31,2192,Ariza Satifah,00:54:40,Female,6,,00:33:01,00:18:01,00:03:37,5:22 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197201,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
32,2244,Muh Azwar Sh,00:54:51,Male,25,00:00:02,00:34:07,00:17:10,00:03:32,5:23 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197253,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
33,2115,Hendra Malik,00:55:31,Male,26,00:00:08,00:34:28,00:17:25,00:03:28,5:27 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197124,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
34,2330,Ireyndra Yusuf,00:55:32,Male,27,00:00:04,00:34:18,00:17:45,00:03:23,5:27 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197339,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
35,2301,Taufiq Hidayatullah,00:56:00,Male,28,00:00:08,00:34:43,00:17:40,00:03:27,5:30 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197310,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
36,2356,Kadek Keslap,00:56:21,Male,29,,00:34:46,00:17:49,00:03:45,5:32 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197365,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
37,2331,Mashudi,00:56:26,Male,30,00:23:39,,00:52:42,00:03:44,5:33 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197340,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
38,2231,Mawardin,00:56:47,Male,31,00:00:09,00:34:44,00:17:58,00:03:54,5:35 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
39,2243,Muh Asbar,00:57:14,Male,32,00:00:02,00:33:57,00:19:09,00:04:04,5:37 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197252,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
40,2151,Ahmad Juanid,00:57:20,Male,33,00:00:01,00:34:45,00:18:36,00:03:56,5:38 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197160,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
41,2141,Syariful Anam,00:57:39,Male,34,00:00:06,00:34:56,00:18:35,00:04:01,5:40 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197150,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
42,2217,Jen Kilfy Sumbareme,00:58:07,Male,35,00:00:06,00:36:17,00:18:03,00:03:40,5:43 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197226,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
43,2111,Gunawan,00:58:48,Male,36,,00:40:31,00:15:28,00:02:48,5:47 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197120,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
44,2188,Muhammad Zen,00:59:03,Male,37,00:00:08,00:35:21,00:19:29,00:04:03,5:48 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197197,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
45,2147,Adina Khusnudzan Hadid,00:59:15,Female,7,00:00:09,00:35:21,00:19:40,00:04:03,5:49 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197156,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
