Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,Finish,race_name,race_large_logo,race_category,runner_id,race_link
3401,P30429,Erni Nur Farikha,01:49:33,National,1384,Female,1390,Indonesia,00:00:40,00:53:12,00:55:40,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-204931,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3402,M31633,Kurniawan Joko Sutopo,01:49:35,National,2002,Male,2012,Indonesia,00:00:37,00:48:05,01:00:52,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206135,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3403,M31485,Dedi Kurniawan,01:49:36,National,2003,Male,2013,Indonesia,00:04:32,00:48:19,00:56:44,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3404,P33767,Fitriana Sutrisno,01:49:41,National,1385,Female,1391,Indonesia,00:03:02,00:52:28,00:54:10,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-208265,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3405,P32549,Resti Andini,01:49:46,National,1386,Female,1392,Indonesia,00:00:53,00:54:01,00:54:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207051,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3406,P31707,Ani Suryanti,01:49:48,National,1387,Female,1393,Indonesia,00:02:29,00:52:31,00:54:46,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206209,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3407,M31112,Benny Ekasaputra,01:49:49,National,2004,Male,2014,Indonesia,00:01:55,00:53:47,00:54:06,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205614,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3408,M33205,Hari Sumantri,01:49:49,National,2005,Male,2015,Indonesia,00:03:53,00:53:52,00:52:03,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-207707,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3409,P31341,Yuli Irawati,01:49:50,National,1388,Female,1394,Indonesia,00:04:00,00:50:25,00:55:25,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205843,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3410,34146,SAWITRI WIDYASTUTI,01:49:54,National,1389,Female,1395,,00:01:20,00:50:04,00:58:29,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-208644,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3411,P31744,Al Dina Fissabilla,01:49:55,National,1390,Female,1396,Indonesia,00:04:26,00:49:50,00:55:38,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206246,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3412,M30586,Emir Nugroho,01:49:58,National,2006,Male,2016,Indonesia,00:05:31,00:51:35,00:52:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205088,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3413,P32119,Selly Meidiansari,01:50:01,National,1391,Female,1397,Indonesia,00:04:14,00:53:05,00:52:42,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206621,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3414,M32115,Bagus Panuntun,01:50:02,National,2007,Male,2017,Indonesia,00:04:14,00:53:03,00:52:43,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-206617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3415,M33652,Joshua Gunawan,01:50:02,National,2008,Male,2018,Indonesia,00:05:17,00:51:55,00:52:48,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-208150,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3416,M30074,Hiddan Noormantama,01:50:07,National,2009,Male,2019,Indonesia,00:02:12,00:51:41,00:56:13,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-204578,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
3417,P30580,Fitra Ananda,01:50:09,National,1392,Female,1398,Indonesia,00:03:58,00:52:39,00:53:31,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-3-205082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
