Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
201,30637,Megan Nandia,01:17:58,01:16:54,ALL AGES,53,Female,53,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
202,30681,Bertinus Setyo Handoyo,01:18:00,01:16:03,ALL AGES,149,Male,149,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69890,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
203,30468,Yuli Susanti,01:18:02,01:16:21,ALL AGES,54,Female,54,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69677,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
204,30597,Lily Sumijawati H,01:18:06,01:16:47,ALL AGES,55,Female,55,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
205,30092,Titus Hariasto Bagus Indrayudi,01:18:07,01:15:19,ALL AGES,150,Male,150,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69301,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
206,30813,Erna Christiningsih,01:18:17,01:17:30,ALL AGES,56,Female,56,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-70022,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
207,30393,Kiki Maryanki,01:18:22,01:15:27,ALL AGES,151,Male,151,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69602,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
208,30219,Harry Triadi Handoko,01:18:29,01:17:34,ALL AGES,152,Male,152,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69428,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
209,30433,Yunus Bahtiar,01:18:29,01:15:52,ALL AGES,153,Male,153,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
210,30357,Hengki T Sambodo,01:18:32,01:15:11,ALL AGES,154,Male,154,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
211,30090,Daniel Andrew,01:18:41,01:17:46,ALL AGES,155,Male,155,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69299,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
212,30849,Jan Huey Lan,01:18:46,01:18:41,ALL AGES,57,Female,57,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-70058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
213,30197,Muhammad Prasetyono,01:18:47,01:18:44,ALL AGES,156,Male,156,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69406,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
214,30999,Jun Ebihara,01:18:48,01:16:11,ALL AGES,157,Male,157,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-70208,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
215,30767,Eko Agus Prasetio,01:18:52,01:15:31,ALL AGES,158,Male,158,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69976,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
216,30927,Christina Nilam,01:18:55,01:17:33,ALL AGES,58,Female,58,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-70136,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
217,30067,Agus Romlan,01:18:58,01:18:48,ALL AGES,159,Male,159,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69276,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
218,30267,Reyland Herdt,01:19:00,01:16:32,ALL AGES,59,Female,59,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69476,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
219,30258,I Gusti Agung Premananda,01:19:01,01:15:59,ALL AGES,160,Male,160,,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,10K Open,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-4-69467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
