Pos,Race No,Name,Time,Finish,race_name,race_large_logo,race_category,runner_id,race_link
251,1466,Maulida Indriani,01:19:11,01:19:11,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132381,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
252,2262,Vidya Hutagalung,01:19:12,01:19:12,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
253,1510,Dina Chaerani,01:19:15,01:19:15,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132425,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
254,2327,Angelia Antony,01:19:15,01:19:15,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
255,1495,Priliantina Bebasari,01:19:18,01:19:18,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132410,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
256,2478,Sheila Jonnatan,01:19:22,01:19:22,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-133009,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
257,1536,Maria Christina Carolina,01:19:23,01:19:23,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132451,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
258,1306,Fitria Sari,01:19:24,01:19:24,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132226,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
259,2243,Citra Ismi,01:19:24,01:19:24,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132787,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
260,2069,Esther Parapak,01:19:31,01:19:31,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132620,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
261,2480,Felicia Wanandi,01:19:31,01:19:31,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-133011,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
262,1453,Ester H,01:19:35,01:19:35,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132368,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
263,1330,Maharani Dyah Megawati,01:19:37,01:19:37,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132247,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
264,1392,Niken Mahestri,01:19:39,01:19:39,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132309,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
265,1523,Kamilia Laksamana,01:19:39,01:19:39,SANA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_84.jpg,SANA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-84-1-132438,http://results.scorenow.co.id/results.aspx?CId=19723&RId=84
