Fav,Pos,Bib No,Share,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 4,CP 2 - Km 8,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,801,M1826,,Pungky Laksono,01:09:56,National,496,Male,637,Indonesia,00:01:15,00:26:07,00:27:22,00:15:09,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215068,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,802,M2473,,Dedi Kurniawan,01:09:58,National,497,Male,638,Indonesia,00:00:34,00:26:33,00:28:21,00:14:28,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215715,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,803,M2619,,Dennis Meilky Lalang,01:10:03,National,498,Male,639,Indonesia,00:01:19,00:27:23,00:27:25,00:13:55,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215861,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,804,M2513,,Naufal Hafizh Khoiri,01:10:05,National,499,Male,640,Indonesia,00:02:22,00:26:05,00:28:10,00:13:26,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215755,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,805,M1339,,Adi Wijaya Wicaksonno Sugiyono,01:10:08,National,500,Male,641,Indonesia,00:00:57,00:27:54,00:27:58,00:13:17,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214581,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,806,F1620,,Susiana,01:10:08,Master,35,Female,163,Indonesia,00:00:58,00:27:53,00:28:00,00:13:16,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214862,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,807,M2322,,Bagus Wijoyo,01:10:08,National,501,Male,642,Indonesia,00:00:34,00:34:45,00:21:32,00:13:16,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215564,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,808,F2457,,Puan Dinar Aifa,01:10:10,Master,36,Female,164,Indonesia,00:01:50,00:26:38,00:28:10,00:13:30,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215699,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,809,F1514,,Ira Andini Saputri,01:10:12,National,111,Female,165,Indonesia,00:01:41,00:25:34,00:28:51,00:14:06,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,810,M1076,,Ihsan Sambudi,01:10:14,National,502,Male,643,Indonesia,00:01:39,00:27:00,00:27:35,00:13:59,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,811,M1695,,Sodiq Dian Ika S,01:10:19,Master,124,Male,644,Indonesia,00:00:31,00:26:35,00:28:41,00:14:30,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214937,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,812,M1747,,Dede Sulaeman,01:10:21,National,503,Male,645,Indonesia,00:01:28,00:25:57,00:28:34,00:14:21,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214989,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,813,M2693,,Siek Raymond Prasetya,01:10:24,National,504,Male,646,Indonesia,00:01:13,00:29:02,00:27:09,00:12:58,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215935,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,814,M1869,,Lim Alroy Evans Hartoko,01:10:27,National,505,Male,647,Indonesia,00:01:14,00:29:02,00:27:10,00:13:00,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
