Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
301,2425,MUHAMMAD GRAITO HAMZAH,00:44:49,00:44:23,5K National,203,Male,259,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6520,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
302,2783,Andi Ilham,00:44:49,00:44:33,5K National,204,Male,260,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6876,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
303,2782,Nur Azwar,00:44:53,00:44:44,5K National,205,Male,261,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6875,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
304,2123,Chrismayanti Liling Padang,00:44:55,00:44:38,5K National,31,Female,43,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6219,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
305,2068,M AFLI ALAMZAH ZUGITO,00:45:03,00:44:21,5K National,206,Male,262,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6165,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
306,2026,BIMA NUR MUHAMMAD RIZKY,00:45:04,00:44:22,5K National,207,Male,263,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6124,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
307,1870,Hendra Wijaya Susanto,00:45:07,00:44:58,5K National,208,Male,264,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-5969,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
308,1997,Phoa Ardy Gunawan,00:45:09,00:44:16,5K National,209,Male,265,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6096,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
309,1999,Nikko Yorizako Yonardy,00:45:09,00:44:18,5K National,210,Male,266,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6098,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
310,2271,ANDI EKA PUJI PRATIWI,00:45:14,00:45:12,5K National,32,Female,44,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6366,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
311,2669,ANDI FIRMAN,00:45:18,00:44:51,5K National,211,Male,267,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6763,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
312,2350,ILLENE TJOKRORAHARDJO,00:45:19,00:44:47,5K National,33,Female,45,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6445,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
313,2365,Lidya Gautama,00:45:20,00:44:24,5K National,34,Female,46,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6460,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
314,2825,RAHMAT HIDAYAT,00:45:24,00:45:09,5K National,212,Male,268,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6918,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
315,2590,Moh. Guntur,00:45:25,00:44:58,5K National,213,Male,269,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6684,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
316,2827,Jabal Nur,00:45:26,00:45:11,5K National,214,Male,270,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
317,2670,FIRMAN DACHLAN,00:45:42,00:44:59,5K National,215,Male,271,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6764,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
318,2913,yvonne hilery,00:45:44,00:45:44,5K Student,13,Female,47,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-7012,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
319,2167,Saptian Bahana,00:45:55,00:45:36,5K National,216,Male,272,Indonesia,BOSOWA MAKASSAR HALF MARATHON 2017,https://images.racetec.net/results/racelogo/19723/19723_7.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-7-3-6263,http://results.scorenow.co.id/results.aspx?CId=19723&RId=7
