Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,"CP 1 - KM 3,9",Pace,CP 2 - KM 10,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
301,K2102,OKTAVIA NITASARI,02:34:54.057,NATIONAL,25,Female,34,00:27:58.537,7:23 min/km,00:44:44.327,7:21 min/km,01:21:18.257,7:20 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-149717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
302,H2412,KAWIT WALUYO,02:34:57.003,NATIONAL,249,Male,267,00:27:53.770,7:20 min/km,00:45:01.990,7:21 min/km,01:21:18.793,7:20 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150027,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
303,H2749,LUKY KASIYANTO,02:34:57.237,NATIONAL,250,Male,268,00:24:04.457,6:19 min/km,00:42:16.013,6:41 min/km,01:28:01.053,7:20 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150364,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
304,H2237,IKA SATRIASA,02:35:02.687,NATIONAL,251,Male,269,00:28:37.073,7:45 min/km,00:42:06.220,7:13 min/km,01:22:42.907,7:20 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-149852,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
305,H2178,DIMAS TRI ANANTYO,02:35:03.213,NATIONAL,252,Male,270,00:23:38.010,6:06 min/km,00:42:28.380,6:37 min/km,01:28:45.537,7:20 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-149793,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
306,H2426,VERY GREAT EKAPUTRA,02:35:06.217,NATIONAL,253,Male,271,00:23:39.407,6:06 min/km,00:43:03.807,6:41 min/km,01:28:13.613,7:21 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
307,H2238,MUHAMMAD ZAKARIYA,02:35:09.340,NATIONAL,254,Male,272,00:28:10.207,7:24 min/km,00:43:18.200,7:13 min/km,01:22:57.173,7:21 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-149853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
308,H2510,WINANGKU ISPARYANTO,02:35:16.133,NATIONAL,255,Male,273,00:28:30.677,7:31 min/km,00:45:45.853,7:30 min/km,01:20:08.033,7:21 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150125,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
309,H2437,LEO ADITYA MAHARDHIKA,02:35:16.647,NATIONAL,256,Male,274,00:24:54.457,6:45 min/km,00:50:50.363,7:43 min/km,01:18:04.103,7:21 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150052,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
310,H2623,PRIYO HARTONO,02:35:26.373,NATIONAL,257,Male,275,00:30:30.110,7:57 min/km,00:46:25.753,7:44 min/km,01:18:00.227,7:22 min/km,Mandiri Jogja Marathon 2022,https://images.racetec.net/results/racelogo/19723/19723_117.png,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-117-3-150238,http://results.scorenow.co.id/results.aspx?CId=19723&RId=117
