Pos,Bib No,Name,Net Time,Category,Cat Pos,Gender,Start KOM - Checkpoint 1,Finish KOM - Checkpoint 2,Start SPRINT - Checkpoint 3,Finish SPRINT - Checkpoint 4,Finish,race_name,race_large_logo,race_category,runner_id,race_link
201,1913,HENGKY ATMAJA,06:12:05.340,60-64,5,Male,02:24:47.070,00:36:33.797,01:28:00.027,00:00:53.387,01:41:51.060,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
202,1900,KASTODI,06:12:16.153,18-34,42,Male,02:20:08.703,00:37:24.940,01:25:02.383,00:00:45.167,01:48:54.960,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144793,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
203,1763,Agus Sulistyo,06:12:31.100,45-49,28,Male,02:07:14.550,00:41:21.893,01:29:10.760,00:00:59.793,01:53:44.103,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144656,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
204,1940,Kadek Janoarsedi,06:12:34.437,40-44,38,Male,02:17:29.420,00:33:34.670,01:25:47.103,00:00:52.833,01:54:50.410,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144833,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
205,1017,Maverick Marthen,06:13:22.640,18-34,43,Male,02:26:16.513,00:27:22.367,01:37:14.203,00:00:50.630,01:41:38.927,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-143910,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
206,1018,Daurie Hartanto,06:13:39.260,18-34,44,Male,02:28:12.593,,04:28:56.197,00:00:47.230,01:44:27.703,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-143911,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
207,1823,Williem Kwandy,06:14:09.330,35-39,42,Male,02:13:11.010,00:23:39.377,01:56:22.447,00:00:38.853,01:40:17.643,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144716,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
208,1875,Jeo Hok,06:14:55.423,50-54,13,Male,02:11:59.897,00:43:10.927,01:22:50.173,00:00:50.903,01:56:03.523,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144768,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
209,1932,Betty Ummrohdatul Maulia,06:15:00.710,35-39,6,Female,02:13:31.427,00:31:32.850,01:28:01.983,00:00:51.260,02:01:03.190,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144825,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
210,1867,Hendri Basirun,06:16:38.237,35-39,43,Male,02:11:44.813,00:43:04.497,01:21:57.583,00:00:49.497,01:59:01.847,L'ETAPE Indonesia 2022,https://images.racetec.net/results/racelogo/19723/19723_112.png,The Race 124 KM,http://results.scorenow.co.id/myresults.aspx?uid=19723-112-1-144760,http://results.scorenow.co.id/results.aspx?CId=19723&RId=112
