Pos,Bib No,Name,Laps,Time,Gender,Gen Pos,Country,Fastest Lap,Slowest Lap,Average Lap,Start,race_name,race_large_logo,race_category,runner_id,race_link
,2075,George Kencana,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193429,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2125,Muh Adam damra,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193479,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2142,Fransiska Stevania,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2153,Carlos Dolesgit,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193507,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2175,Icak Apollo,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193529,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2176,IGN Manik Jaya Laksana,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193530,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2177,Anastasia Perwanti,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193531,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2185,Reita Wijaya,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193539,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2231,Yuli Christin,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193585,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2235,Weny Tria,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193589,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2248,Priya Nugraha,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193602,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2258,Ni Made Susilawati,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193612,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2267,Ni Wayan Trisnayanti,0,DNS,Female,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193621,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2280,Bagiada Jayadi,0,DNS,Male,,,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193634,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2284,Gusti Ayu Satyawati,0,DNS,Female,,,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193638,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2286,Tangkas Wedana,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193640,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,2306,Tia VOC,0,DNS,Female,,,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193660,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,9001,I Gede Subana Arta,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193661,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
,9004,Hasan Ali,0,DNS,Male,,Indonesia,,,,,RunTill You Drop 6,https://images.racetec.net/results/racelogo/19723/19723_148.jpg,2 hours,http://results.scorenow.co.id/myresults.aspx?uid=19723-148-2-193664,http://results.scorenow.co.id/results.aspx?CId=19723&RId=148
