Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,"CP 1 - KM 2,9",Finish,race_name,race_large_logo,race_category,runner_id,race_link
651,P5339,Firarosa Asida,00:43:11,Open,134,Female,201,Indonesia,00:01:30,00:25:17,00:16:23,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6192,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
652,6631,Anggi Nasution,00:43:12,Open,363,Male,451,Indonesia,00:00:09,00:26:19,00:16:43,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7484,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
653,L5860,Irsyad Hapsoro Ristiansah,00:43:18,Open,,Male,452,Indonesia,,,00:43:18,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6713,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
654,6347,Widodo Dodo,00:43:20,Open,,Male,453,Indonesia,,00:27:54,00:15:26,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7200,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
655,P6075,Sekar Larasati Muslimah,00:43:21,Open,161,Female,202,Indonesia,00:00:45,00:26:35,00:15:59,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6928,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
656,R5592,Umi Satiyah,00:43:21,Master 40,55,Female,203,Indonesia,00:00:24,00:25:39,00:17:17,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6445,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
657,6471,Sari Prawiraningrum,00:43:22,Open,,Female,204,Indonesia,,00:26:36,00:16:45,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
658,M6142,Hendra Nur,00:43:23,Master 40,,Male,454,Indonesia,,00:26:35,00:16:47,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6995,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
659,6592,Nurul Fauzi,00:43:24,Open,162,Female,205,Indonesia,00:00:39,00:26:43,00:16:02,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-7445,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
660,P5763,Sierra Syukriyya,00:43:25,Open,176,Female,206,Indonesia,00:00:04,00:25:49,00:17:31,SHA Run For Solo,https://images.racetec.net/results/racelogo/19723/19723_146.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-146-3-6616,http://results.scorenow.co.id/results.aspx?CId=19723&RId=146
