Pos,Bib No,Name,Time,Gender,Gen Pos,CP 1 - KM 4.6,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,7388,NEW ENTRY 1050,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173320,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7389,NEW ENTRY 1051,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173321,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7390,NEW ENTRY 1052,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173322,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7391,NEW ENTRY 1053,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173323,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7392,NEW ENTRY 1054,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173324,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7393,NEW ENTRY 1055,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173325,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7394,NEW ENTRY 1056,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173326,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7395,NEW ENTRY 1057,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7396,NEW ENTRY 1058,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173328,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
,7397,NEW ENTRY 1059,DNS,Unknown,,,,Lazada Run Indonesia,https://images.racetec.net/results/racelogo/19723/19723_133.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-133-2-173329,http://results.scorenow.co.id/results.aspx?CId=19723&RId=133
