Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
1,709,Rotich Simon,01:44:56,Male,1,Kenya,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91164,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
2,561,Mursalim Alim,01:45:59,Male,2,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91016,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
3,367,Chamit Nur Cholis,01:47:14,Male,3,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90822,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
4,492,Johannes Iten,02:04:20,Male,4,Switzerland,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90947,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
5,500,JUNYOUNG KIM,02:07:09,Male,5,Korea,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90955,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
6,673,Yudhistira Bayu Perkasa,02:11:07,Male,6,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
7,637,Sukron Muhammad Sukron,02:13:48,Male,7,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91092,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
8,504,Ken Tada,02:16:19,Male,8,Japan,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90959,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
9,532,MICHAEL PURDON,02:18:43,Male,9,Great Britain,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
10,309,Adi Susilo,02:19:39,Male,10,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90764,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
11,319,Alexander Long,02:27:18,Male,11,United States,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90774,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
12,402,Donny Hary Putra,02:28:03,Male,12,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90857,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
13,708,Made Yoga Pratama,02:29:47,Male,13,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-91163,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
14,490,Johan Insan,02:29:54,Male,14,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-2-90945,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
