Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
851,K20902,Ursula Liando,02:19:17,National,107,Female,113,Indonesia,00:03:26,00:35:48,00:30:08,00:16:12,00:13:58,00:13:07,00:17:02,00:09:31,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200908,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
852,H22832,Muhammad Fattah Akbary Achso,02:19:19,National,732,Male,739,Indonesia,00:02:28,00:33:54,00:30:21,00:16:44,00:14:59,00:12:46,00:17:35,00:10:29,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202838,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
853,H21364,Bagus Ramadhan,02:19:21,National,733,Male,740,Indonesia,00:01:04,00:32:01,00:30:34,00:17:35,00:14:54,00:14:12,00:18:04,00:10:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201370,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
854,K22763,Siti Aisah Setyowati,02:19:26,National,108,Female,114,Indonesia,00:00:25,00:31:27,00:31:00,00:17:07,00:14:47,00:14:02,00:19:21,00:11:13,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202769,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
855,H20805,Adam Hastara Aji,02:19:26,National,734,Male,741,Indonesia,00:00:15,00:30:12,00:29:31,00:17:00,00:16:11,00:14:17,00:20:05,00:11:52,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200811,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
856,H21998,M Chairul Fachry,02:19:27,National,735,Male,742,Indonesia,00:05:01,00:33:30,00:30:19,00:16:57,00:15:50,00:12:50,00:16:14,00:08:41,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202004,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
857,H20020,Hasta Yustika Adi,02:19:28,National,736,Male,743,Indonesia,00:03:05,00:31:26,00:28:59,00:16:10,00:16:56,00:13:54,00:18:24,00:10:32,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200027,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
858,H22627,Augustinus Halim,02:19:30,National,737,Male,744,Indonesia,00:01:00,00:32:23,00:30:08,00:16:36,00:14:17,00:15:14,00:20:06,00:09:43,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202633,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
859,K23154,Ham Juliana Titien H,02:19:31,National,109,Female,115,Indonesia,00:04:01,00:33:48,00:30:38,00:16:59,00:14:29,00:12:59,00:16:43,00:09:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203160,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
860,H20260,Antonius Elawitachya,02:19:31,National,738,Male,745,Indonesia,00:05:31,,,,,,,02:19:31,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
861,H20967,Tri Budiono,02:19:33,National,739,Male,746,Indonesia,00:01:51,00:32:20,00:29:11,00:17:13,00:14:58,00:14:53,00:19:07,00:09:57,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200973,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
862,H20173,Mohamad Nurdinsyah Ekapujakesuma,02:19:34,National,740,Male,747,Indonesia,00:04:11,00:33:09,00:30:13,00:16:06,00:15:07,00:12:43,00:17:00,00:11:01,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200180,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
863,K24452,Joan Catherina,02:19:36,National,110,Female,116,Indonesia,00:04:49,00:32:36,00:29:55,00:16:23,00:14:39,00:13:55,00:17:11,00:10:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204457,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
864,H20782,Gilang Nuraji Pradana,02:19:37,National,741,Male,748,Indonesia,00:00:42,00:28:08,00:29:09,00:18:19,00:15:41,00:15:23,00:20:48,00:11:22,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
865,H22305,Dwi Setiono,02:19:38,National,742,Male,749,Indonesia,00:01:10,00:33:02,00:32:35,00:19:14,00:15:20,00:12:43,00:16:21,00:09:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202311,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
866,K23763,Ciska Anindya Sevillani,02:19:39,National,111,Female,117,Indonesia,00:01:43,00:31:11,00:30:46,00:17:06,00:14:45,00:14:11,00:18:48,00:11:04,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203769,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
867,H22289,Andy Dharma,02:19:39,National,743,Male,750,Indonesia,00:01:18,00:32:16,00:30:57,00:17:35,00:16:00,00:13:26,00:17:36,00:10:27,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202295,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
868,K20254,Lina Oen,02:19:40,National,112,Female,118,Indonesia,00:01:26,00:31:46,00:30:45,00:17:03,00:15:42,00:13:55,00:18:37,00:10:23,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200261,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
869,H20550,Muhammad Nur Aziz,02:19:42,National,744,Male,751,Indonesia,00:00:13,00:31:44,00:30:52,00:17:09,00:14:48,00:13:47,00:19:50,00:11:17,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200556,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
870,H22953,Federico Doriana Pratama,02:19:45,National,745,Male,752,Indonesia,00:05:14,00:33:01,00:29:44,00:16:51,00:14:35,00:13:39,00:17:00,00:09:38,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202959,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
871,G21494,Sujith Thomas Mandapath,02:19:50,Overall,5,Male,753,India,00:02:08,00:32:04,00:30:02,00:17:32,00:15:54,00:13:21,00:18:03,00:10:42,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201500,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
872,H21234,Herlinton,02:19:50,National,746,Male,754,Indonesia,00:00:20,00:28:06,00:29:21,00:16:54,00:16:04,00:16:01,00:20:34,00:12:26,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
