Pos,Bib No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,KM 5,KM 10,"KM 12,3",KM 15,"KM 16,9","KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
4001,K22937,Chenny Wongkar,03:37:14,National,1084,Female,1095,Indonesia,00:05:21,00:43:56,00:47:22,00:30:29,00:22:39,00:20:17,00:31:02,00:16:05,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4002,K20233,Tyas Permana,03:37:15,National,1085,Female,1096,Indonesia,00:01:56,00:44:04,00:44:18,00:28:49,00:23:01,00:23:58,00:32:10,00:18:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4003,H20939,Mohamad Basith Abdillah,03:37:16,National,2892,Male,2907,Indonesia,00:04:20,00:42:14,00:41:31,00:25:18,00:26:16,00:25:12,00:36:30,00:15:50,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200945,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4004,H21288,Renanda Sela Cahyadi,03:37:18,National,2893,Male,2908,Indonesia,00:02:37,00:47:49,00:47:22,00:28:41,00:23:52,00:21:57,00:27:49,00:17:07,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201294,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4005,K20611,Nila Ristikawati,03:37:24,National,1086,Female,1097,Indonesia,00:00:56,00:47:17,00:50:08,00:27:45,00:23:57,00:21:38,00:29:53,00:15:47,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4006,H22903,Wahyu Dwi Purnomo,03:37:27,National,2894,Male,2909,Indonesia,00:03:38,00:41:48,00:45:21,00:29:26,00:25:01,00:24:03,00:30:44,00:17:22,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202909,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4007,K20308,Haspeni Simanjuntak,03:37:28,National,1087,Female,1098,Indonesia,00:04:46,00:47:31,00:44:58,00:25:38,00:21:17,00:21:05,00:35:16,00:16:55,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200315,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4008,H21780,Teguh Budiarto,03:37:28,National,2895,Male,2910,Indonesia,00:04:02,00:40:22,00:41:32,00:29:29,00:26:28,00:24:28,00:32:52,00:18:12,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4009,K20812,Henny Erina Saurmauli Ompusunggu,03:37:29,National,1088,Female,1099,Indonesia,00:04:46,00:47:31,00:44:58,00:25:35,00:21:19,00:21:05,00:35:18,00:16:53,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200818,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4010,K24450,Lady Diana,03:37:36,National,1089,Female,1100,Indonesia,00:05:01,00:46:21,00:47:11,00:28:57,00:24:05,00:20:19,00:29:28,00:16:11,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4011,H21406,Ziau Ul Khasannul Khuluk I,03:37:39,National,2896,Male,2911,Indonesia,00:03:13,00:36:07,00:37:01,00:34:02,00:22:53,00:27:26,00:39:23,00:17:30,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4012,H22390,Hendrikus Julimn,03:37:40,National,2897,Male,2912,Indonesia,00:05:37,00:44:54,00:43:23,00:27:36,00:23:38,00:23:16,00:31:23,00:17:51,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4013,H22606,Adib Auliawan Herlambang,03:37:41,National,2898,Male,2913,Indonesia,00:02:23,00:42:26,00:43:22,00:30:06,00:25:20,00:22:27,00:33:13,00:18:20,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-202612,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4014,H21641,Dhika Galih Pramudya,03:37:43,National,2899,Male,2914,Indonesia,00:02:51,00:44:32,00:46:08,00:28:11,00:23:28,00:23:24,00:30:54,00:18:11,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201647,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4015,J24059,Rozita Ismail,03:37:43,Overall,9,Female,1101,Malaysia,00:01:22,00:43:10,00:45:25,00:29:22,00:23:46,00:24:32,00:30:19,00:19:42,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204064,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4016,K20807,Diahmegapurbayani,03:37:46,National,1090,Female,1102,Indonesia,00:04:43,00:39:57,00:40:51,00:33:19,00:24:27,00:22:42,00:34:56,00:16:48,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4017,H21495,Rivendi Primadia,03:37:47,National,2900,Male,2915,Indonesia,00:01:39,00:48:12,00:50:08,00:29:53,00:22:51,00:22:08,00:26:55,00:15:57,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201501,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4018,K20842,Ebah Suhaebah I,03:37:49,National,1091,Female,1103,Indonesia,00:01:35,00:42:00,00:47:07,00:26:56,00:23:35,00:25:04,00:32:08,00:19:21,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-200848,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4019,H24305,Dimas Jakawiguna,03:37:53,National,2901,Male,2916,Indonesia,00:03:04,00:37:38,00:42:13,00:27:51,00:21:24,00:30:16,00:38:42,00:16:42,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204310,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4020,G24054,Ahmad Danial Kumar,03:37:55,Overall,13,Male,2917,Malaysia,00:01:23,00:49:13,00:51:28,00:27:17,00:23:31,00:20:07,00:26:36,00:18:16,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-204059,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4021,K23023,Sekar Indraswari,03:38:00,National,1092,Female,1104,Indonesia,00:01:57,00:47:01,00:48:39,00:27:07,00:22:54,00:22:56,00:29:47,00:17:34,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-203029,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
4022,K21349,Angelina Enny,03:38:07,National,1093,Female,1105,Indonesia,00:02:03,00:44:08,00:46:45,00:28:55,00:24:40,00:24:17,00:30:28,00:16:49,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_152.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-152-2-201355,http://results.scorenow.co.id/results.aspx?CId=19723&RId=152
