Pos,Race No,Name,Time,Gender,Gen Pos,Start,"Checkpoint 1 - Km 6,35","Checkpoint 2 - Km 9,4",Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
201,2166,Ansar Rustam,01:25:08,Male,148,00:00:52,00:50:57,00:27:28,00:05:49,8:22 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197175,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
202,2378,IBRAHIM F SULLE,01:25:15,Unknown,11,00:00:07,00:48:16,00:30:34,00:06:16,8:23 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197387,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
203,2376,Reden,01:25:15,Male,149,00:00:07,00:49:39,00:29:12,00:06:16,8:23 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197385,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
204,2100,A Muhammad Rais,01:25:27,Male,150,00:00:05,00:49:01,00:31:00,00:05:19,8:24 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197109,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
205,2364,Dispora Kota 6,01:25:41,Unknown,12,00:13:23,00:40:40,00:25:17,00:06:20,8:26 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197373,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
206,2318,Ibu Titi,01:25:41,Female,44,00:00:04,00:49:08,00:30:08,00:06:20,8:26 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197327,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
207,2112,H Adiyanto Hd,01:25:50,Male,151,00:00:12,00:51:53,00:28:02,00:05:42,8:26 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197121,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
208,2370,Satria,01:25:55,Male,152,00:00:10,00:52:24,00:27:58,00:05:22,8:27 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197379,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
209,2355,Setyawan,01:26:04,Male,153,00:14:51,00:42:36,00:23:33,00:05:02,8:28 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197364,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
210,2323,Andi Murfiqien Latjuba,01:26:41,Male,154,00:04:14,00:45:52,00:30:06,00:06:28,8:31 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197332,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
211,2101,Kasman Malik,01:26:57,Male,155,00:00:49,00:51:44,00:28:06,00:06:16,8:33 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197110,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
212,2312,Yuliani,01:26:59,Female,45,00:00:04,00:51:30,00:28:53,00:06:31,8:33 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197321,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
213,2191,Dian Purnamasari,01:27:03,Female,46,00:00:14,00:52:51,00:27:46,00:06:12,8:34 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197200,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
214,2250,Siti Rahma,01:27:10,Female,47,00:04:08,00:48:50,00:28:34,00:05:36,8:34 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197259,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
215,2294,Sofyan Oktavianto Hamid,01:27:20,Male,156,00:00:11,00:51:21,00:29:04,00:06:43,8:35 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197303,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
216,2284,Rima Cahya Sinatrya,01:27:21,Female,48,00:00:10,00:51:22,00:29:04,00:06:42,8:35 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197293,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
217,2165,Annisa Ulfi,01:27:22,Female,49,00:00:11,00:51:18,00:29:09,00:06:43,8:36 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197174,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
218,2268,Nurhidayah,01:27:50,Female,50,00:00:02,00:51:36,00:30:03,00:06:07,8:38 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197277,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
219,2207,Hayati Barre,01:27:50,Female,51,00:00:02,00:52:24,00:29:16,00:06:07,8:38 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197216,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
220,2339,Karenia Ch Supit,01:28:24,Female,52,00:00:03,00:53:50,00:28:50,00:05:39,8:42 min/km,Palu Sport Event Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_151.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-151-3-197348,http://results.scorenow.co.id/results.aspx?CId=19723&RId=151
