Fav,Pos,Bib No,Share,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 4,CP 2 - Km 8,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,1451,F2446,,Nadia Andanti Badudu,01:28:02,National,278,Female,386,Indonesia,00:02:23,00:33:06,00:35:24,00:17:08,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215688,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1452,M2077,,M Jaka Abimanyu,01:28:02,National,820,Male,1063,Indonesia,00:02:25,00:33:06,00:35:15,00:17:15,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215319,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1453,F1380,,Ariati Dyah Setyorini,01:28:02,Master,90,Female,387,Indonesia,00:00:50,00:31:58,00:36:15,00:18:57,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214622,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1454,M2903,,Erawadi Jokosusilo,01:28:04,Master,225,Male,1064,Indonesia,00:01:20,00:30:18,00:36:26,00:19:58,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216145,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1455,M2599,,Faishal Hakim Indrayana,01:28:05,National,821,Male,1065,Indonesia,00:01:55,00:29:49,00:38:29,00:17:50,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215841,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1456,M1583,,Ronny Widiyanto,01:28:07,Master,226,Male,1066,Indonesia,00:01:47,00:33:18,00:35:07,00:17:52,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214825,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1457,F2645,,Puan Ning,01:28:07,Master,91,Female,388,Indonesia,00:00:42,00:32:07,00:36:24,00:18:53,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215887,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1458,F1718,,Adysti Ayunani,01:28:08,National,279,Female,389,Indonesia,00:00:37,00:31:36,00:36:30,00:19:23,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214960,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1459,M1570,,Muh Adytia Prasada,01:28:10,National,822,Male,1067,Indonesia,00:02:19,00:32:30,00:35:06,00:18:12,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,1460,F2546,,Endah Sri Lestari,01:28:12,Master,92,Female,390,Indonesia,00:00:53,00:32:08,00:37:08,00:18:02,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
