Pos,Race No,Last Name,Time,Runner 1,Runner 2,Runner 3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
251,379,MMKI 5,01:03:50,DEDE AHMAD AKBAR,FAJRI ASYUKRON,FADLI BAKHTIAR AJI,MOTONORI TODA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92291,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
252,18,OTSUKA 3,01:03:52,KOZUE NAKADA,RUZIQA NOOR,MUCHAMAD NAIM,FAUZI NUR ADIANTO,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91934,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
253,447,FNI 3,01:03:52,KURATA KOICHI,FARHANAH SOFYAN AUDAH,NANANG JUHANTORO,TRI MURTI AYUNINGTYAS,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92359,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
254,228,KATI TEAM C,01:03:59,KATSUKI MUGISHIMA,REZDA,PRIMA,DODDY FRIADY,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92140,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
255,100,PANASONIC LIGHTING FIXTURES,01:04:03,DAIGO ITO,ALFI,RIFKY,FALAH,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92016,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
256,124,SHIMIZU 10,01:04:07,YAMAMOTO,PRIMA,PRAFIDYA,ZAHRA,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92040,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
257,14,PANIN DAI ICHI LIFE 9,01:04:07,NAOHIDE NOGUCHI,NANDA S WARDHANA,RENO HENDRAWAN,KHATERINE A HARAULI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-91930,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
258,411,DOTONBORI,01:04:10,HENDRIK,YOHANES,TAKANO,ANDI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92323,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
259,216,BERLIAN SISTEM INFORMASI 1,01:04:10,SHINJI YOKOKAWA,MUHAMMAD DARUL MUKHLASIN,DONI GUSRIZALDI CHANDRA,MELATI W R PRATAMI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
260,95,OBAYASHI 9,01:04:12,TACHIBANA,MEHMED,DEVI,RYOHEI,Jakarta Kizuna Ekiden,https://images.racetec.net/results/racelogo/19723/19723_64.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-64-1-92011,http://results.scorenow.co.id/results.aspx?CId=19723&RId=64
