Pos,Race No,Name,Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
1,1519,Nur Fuad,00:23:27,Male,1,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91834,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
2,1507,Muamar Abim,00:24:33,Male,2,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91822,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
3,1508,Muchammad Ridwan Ridwan,00:24:54,Male,3,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91823,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
4,1487,M Taufik Hidayatullah,00:26:20,Male,4,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91802,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
5,1511,Muhammad Basir,00:26:46,Male,5,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91826,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
6,1488,M Ainun Adam,00:27:34,Male,6,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
7,1466,Helmi Afrizal,00:29:02,Male,7,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91781,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
8,1475,Irwan S,00:31:46,Male,8,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91790,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
9,1479,Jessie Ok,00:32:09,Female,1,Australia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91794,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
10,1505,Mohammad Rafiq Haririh,00:34:21,Male,9,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91820,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
11,1527,R sudjarwo Putrasoewardi,00:34:26,Male,10,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91842,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
12,1577,Wiyadi Wiyadisastra,00:34:28,Male,11,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91892,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
13,1500,Mila Mila,00:35:08,Female,2,Indonesia,Bromo Marathon,https://images.racetec.net/results/racelogo/19723/19723_61.jpg,5K,http://results.scorenow.co.id/myresults.aspx?uid=19723-61-4-91815,http://results.scorenow.co.id/results.aspx?CId=19723&RId=61
