Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
1,411,Pierre Lafayeedney,01:03:09,Top 3 Overall Male,1,Male,1,Great Britain,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87191,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
2,389,Wouter Delbaere,01:05:29,Top 3 Overall Male,2,Male,2,Singapore,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87169,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
3,403,James Middleditch,01:05:52,Top 3 Overall Male,3,Male,3,Great Britain,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87183,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
4,408,Juan Francisco Baniqued,01:07:58,MALE -18,1,Male,4,Philippines,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87188,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
5,412,Jurgen Zack,01:08:31,MALE 50 - 54,1,Male,5,Germany,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87192,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
6,318,Yusri Yusri,01:08:43,MALE 30 - 34,1,Male,6,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87098,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
7,377,Kent Wijaya,01:09:16,MALE 25 - 29,1,Male,7,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87157,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
8,320,Toby Curtis,01:09:40,MALE 35 - 39,1,Male,8,Australia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87100,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
9,339,David Anderberg,01:09:49,MALE 30 - 34,2,Male,9,Singapore,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87119,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
10,409,Inge Prasetyo,01:09:50,Top 3 Overall Female,1,Female,1,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87189,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
11,386,Muz Sanderson,01:10:15,MALE 50 - 54,2,Male,10,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87166,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
12,383,Michael Priddes,01:11:04,MALE 35 - 39,2,Male,11,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87163,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
13,332,Alan Porteous,01:11:18,MALE 45 - 49,1,Male,12,Indonesia,BCA Super League Triathlon,http://results.scorenow.co.id/Images/Clients/19723.png,AG Enduro Tri Individual,http://results.scorenow.co.id/myresults.aspx?uid=19723-141-2-87112,http://results.scorenow.co.id/results.aspx?CId=19723&RId=141
