Pos,Bib No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
201,A10182,Yulianto Riyadi,05:29:15,05:28:51,Open,62,Male,171,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-28063,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
202,B10115,Deng Hui,05:29:18,05:29:13,Open,12,Female,31,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
203,A10048,Fauzi Imdadur Rohman,05:29:56,05:29:31,Open,63,Male,172,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
204,C40193,I Putu Sukariasa,05:30:25,05:30:06,Closed,56,Male,173,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31735,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
205,E40166,Pitroli,05:30:27,05:30:16,Master Closed,55,Male,174,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31708,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
206,A10097,Nur Sahid Suprihatin,05:30:35,05:30:05,Open,64,Male,175,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27978,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
207,C40202,Helmi Bahar Alim,05:31:19,05:30:46,Closed,57,Male,176,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31744,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
208,E40215,Adya Wattimena,05:31:30,05:31:04,Master Closed,56,Male,177,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31757,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
209,C40184,Muhammad Faris,05:31:30,05:31:26,Closed,58,Male,178,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31726,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
210,A10017,Agus Sarwanto,05:31:52,05:31:48,Open,65,Male,179,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-27899,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
211,C40223,Sakti Abriansyah Mifthahul Haq,05:32:01,05:31:52,Closed,59,Male,180,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31765,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
212,C40103,Yurin Rahanditya,05:32:20,05:31:50,Closed,60,Male,181,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31645,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
213,C40383,Asep Saepudin,05:32:45,05:32:34,Closed,61,Male,182,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31925,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
214,C40105,Arik Siswanto,05:33:00,05:32:41,Closed,62,Male,183,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31647,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
215,E40162,Rizky Yogiharto,05:33:41,05:33:34,Master Closed,57,Male,184,,Borobudur Marathon 2017,https://images.racetec.net/results/racelogo/19723/19723_21.jpg,Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-21-1-31704,http://results.scorenow.co.id/results.aspx?CId=19723&RId=21
