Pos,Bib No,Name,Time,Category,Gender,Gen Pos,Country,Start,Checkpoint 1 Km 4,Pace,Checkpoint 2 Km 8,Pace,Finish,Pace,race_name,race_large_logo,race_category,runner_id,race_link
201,1406,Yusniar Dwi Agustin,01:18:56,Overall,Female,201,Indonesia,00:00:52,00:28:56,7:14,00:33:37,4:12,00:15:29,1:32,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222137,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
202,1712,Sonnya Kurnia Asmi,01:18:57,Overall,Female,202,Indonesia,00:00:15,00:30:32,7:38,00:31:59,3:59,00:16:09,1:36,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222443,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
203,1336,Jessica Yasin,01:19:05,Overall,Female,203,Indonesia,00:00:44,00:29:47,7:26,00:31:14,3:54,00:17:18,1:43,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222067,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
204,1189,Iskanita r Wijaya,01:19:15,Overall,Female,204,Indonesia,00:00:11,00:29:12,7:18,00:33:38,4:12,00:16:13,1:37,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
205,1015,fetty riswati ningsih,01:19:15,Overall,Female,205,Indonesia,00:00:44,00:30:42,7:40,00:31:37,3:57,00:16:11,1:37,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221746,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
206,1065,Nurul Ramadian,01:19:24,Overall,Female,206,Indonesia,00:00:37,00:30:05,7:31,00:32:44,4:05,00:15:56,1:35,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221796,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
207,1503,Indrayani Harleyas,01:19:33,Overall,Female,207,Indonesia,00:00:38,00:32:09,8:02,00:31:36,3:57,00:15:09,1:30,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222234,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
208,1325,Ratih Widyawati,01:19:36,Overall,Female,208,Indonesia,00:00:00,,,,,01:19:36,7:57,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222056,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
209,1664,Atria Wardhani,01:19:56,Overall,Female,209,Indonesia,00:00:27,00:31:25,7:51,00:32:12,4:01,00:15:52,1:35,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222395,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
210,1582,Jesica Grace Utomo,01:20:08,Overall,Female,210,Indonesia,00:00:37,00:29:10,7:17,00:34:32,4:19,00:15:48,1:34,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222313,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
211,1108,Raepingkan Ludwina Halim,01:20:12,Overall,Female,211,Indonesia,00:00:09,00:26:55,6:43,00:36:54,4:36,00:16:13,1:37,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221839,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
212,1121,Nadja Lenka Nastassja,01:20:12,Overall,Female,212,Indonesia,00:00:08,00:30:29,7:37,00:33:19,4:09,00:16:14,1:37,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-221852,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
213,2501,MEISKE SANDRA,01:20:20,Overall,Female,213,,00:00:00,00:28:00,7:00,00:34:59,4:22,00:17:19,1:43,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222723,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
214,1392,Cindra Andes,01:20:24,Overall,Female,214,Indonesia,00:00:28,00:30:34,7:38,00:32:54,4:06,00:16:26,1:38,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222123,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
215,1457,Sulih Probo Sindi,01:20:26,Overall,Female,215,Indonesia,00:00:12,00:30:35,7:38,00:32:52,4:06,00:16:45,1:40,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222188,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
216,1387,herasari yunita,01:20:32,Overall,Female,216,Indonesia,00:00:22,00:33:41,8:25,00:32:06,4:00,00:14:21,1:26,AIA Vitality Womens 10K 2024,https://images.racetec.net/results/racelogo/19723/19723_162.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-162-1-222118,http://results.scorenow.co.id/results.aspx?CId=19723&RId=162
