Pos,Bib No,Name,Time,Net Time,Gender,Gen Pos,Country,race_name,race_large_logo,race_category,runner_id,race_link
251,1109,Farida Juliani,04:00:57,04:00:51,Female,49,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12712,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
252,582,Alfian Prihananto,04:01:15,04:00:56,Male,203,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12186,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
253,795,Iwan Soemekto,04:01:18,03:58:57,Male,204,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12399,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
254,636,Bori Alwiyan Wahid,04:01:24,04:01:04,Male,205,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12240,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
255,874,Mukhamad Rodin Susanto,04:01:29,04:01:25,Male,206,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12478,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
256,714,Erick Sunur,04:02:00,04:00:22,Male,207,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12318,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
257,679,Dia Dhonnimuh Bkl,04:02:39,04:02:38,Male,208,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12283,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
258,672,Delbert Limas,04:02:41,04:01:36,Male,209,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12276,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
259,1133,Jemmy Haryono,04:02:54,04:02:51,Male,210,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12736,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
260,1100,Peter Kaweono,04:03:08,04:02:59,Male,211,Indonesia,BROMO MARATHON,https://images.racetec.net/results/racelogo/19723/19723_18.jpg,21K,http://results.scorenow.co.id/myresults.aspx?uid=19723-18-2-12703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=18
