Pos,Bib No,Name,Time,KM5.09,Finish,race_name,race_large_logo,race_category,runner_id,race_link
51,1753,Svetlana Yunianto,01:09:27.433,00:34:48.167,00:34:35.177,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167179,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
52,1900,DKI 31,01:10:00.940,00:31:43.577,00:38:12.447,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167326,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
53,1930,Lemonilo 1 Vorega Badalamenti,01:10:08.183,00:33:15.950,00:36:47.153,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167356,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
54,1947,Alicia Yunita,01:10:09.133,00:33:15.740,00:36:49.170,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167373,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
55,1756,Dr Cut Hafiah H N,01:10:22.857,00:31:15.757,00:38:57.140,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167182,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
56,1369,Btari Rahma,01:10:29.523,00:33:24.563,00:36:21.263,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166795,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
57,1398,Amanda Rumondang,01:10:37.937,00:34:33.513,00:35:11.177,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166824,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
58,2015,Siti Vania Primalda,01:10:41.247,00:31:53.193,00:37:51.403,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-167441,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
59,1468,Gita Puspa Claudia,01:10:46.200,00:32:57.540,00:37:40.940,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166894,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
60,1029,Puan Dinar Aifa,01:10:47.770,00:34:44.170,00:35:17.243,AIA Women's 10K,https://images.racetec.net/results/racelogo/19723/19723_127.jpg,AIA Women's 10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-127-1-166455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=127
