Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,race_name,race_large_logo,race_category,runner_id,race_link
1,2172,IMAM MAHDIN,02:36:48,Marathon National,1,Male,1,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-56029,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
2,2145,LAMEK YUNIAS BANU,02:38:28,Marathon National,2,Male,2,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-56002,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
3,2134,ELDAK KAFOLAMAU,02:40:18,Marathon National,3,Male,3,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-55991,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
4,2069,SUWANDI WANDI,02:46:03,Marathon National,4,Male,4,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-55926,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
5,2115,ABDUL KADIR,02:55:49,Marathon National,5,Male,5,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-55972,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
6,2190,ELIUS PALUNSU,02:58:01,Marathon National,6,Male,6,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-56047,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
7,2167,SUTIKNO SUTIKNO,03:08:28,Marathon National,7,Male,7,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-56024,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
8,2072,ANDO AKIHIDE,03:11:08,Marathon National,8,Male,8,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-55929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
9,2194,MALLOMBASANG MALLOMBASANG,03:13:49,Marathon National,9,Male,9,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-56051,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
10,2117,NAIM SHADIQ,03:14:14,Marathon National,10,Male,10,BUKOPIN MAKASSAR MARATHON,https://images.racetec.net/results/racelogo/19723/19723_32.jpg,Marathon National,http://results.scorenow.co.id/myresults.aspx?uid=19723-32-5-55974,http://results.scorenow.co.id/results.aspx?CId=19723&RId=32
