Pos,Race No,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,race_name,race_large_logo,race_category,runner_id,race_link
1,51229,Ridwan,01:13:13,01:13:13,INDONESIAN,1,Male,1,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-72798,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
2,51769,Welman D Pasaribu,01:13:14,01:13:14,INDONESIAN,2,Male,2,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-73338,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
3,51369,Elisar Gamashi,01:14:11,01:14:11,INDONESIAN,3,Male,3,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-72938,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
4,51481,Octovianus Erwin Beke,01:15:51,01:15:51,INDONESIAN,4,Male,4,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-73050,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
5,51427,Udin Akbar,01:17:41,01:17:41,INDONESIAN,5,Male,5,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-72996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
6,50976,M Irfan Fatihilah,01:20:42,01:20:41,INDONESIAN,6,Male,6,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-72545,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
7,50233,Odekta Naibaho,01:23:56,01:23:56,INDONESIAN,1,Female,1,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-71802,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
8,51680,Vip Bank Jateng HM2,01:26:37,01:26:37,INDONESIAN,7,Male,7,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-73249,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
9,50413,Aditya Madya Pamungkas,01:27:00,01:27:00,INDONESIAN,8,Male,8,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-71982,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
10,51283,Afriana Paijo,01:29:58,01:29:58,INDONESIAN,2,Female,2,Borobudur Marathon,https://images.racetec.net/results/racelogo/19723/19723_41.jpg,Half Marathon Closed,http://results.scorenow.co.id/myresults.aspx?uid=19723-41-6-72852,http://results.scorenow.co.id/results.aspx?CId=19723&RId=41
