Fav,Pos,Bib No,Name,Time,Gender,Gen Pos,Start,CP 1 - KM 5,CP 2 - KM 10,"CP 3 - KM 12,8",CP 4 - KM 15,"CP 5 - KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,1401,M11875,Muhammad Faizal Anwar,02:43:26,Male,1132,00:01:20,00:36:41,00:35:10,00:21:31,00:15:55,00:40:02,00:12:45,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163710,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1402,M11206,Dias Mandala Nurhutama,02:43:30,Male,1133,00:02:09,00:39:11,00:35:03,00:22:18,00:15:14,00:38:11,00:11:19,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163047,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1403,M10496,Egha Harismina,02:43:30,Male,1134,00:01:01,00:37:22,00:34:28,00:22:23,00:16:36,00:38:13,00:13:25,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162352,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1404,M10859,Bonni Nurtanaya,02:43:34,Male,1135,00:00:57,00:34:51,00:35:56,00:23:06,00:16:43,00:39:04,00:12:54,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1405,M10845,Juni Harianto,02:43:35,Male,1136,00:03:02,00:35:34,00:35:26,00:22:05,00:16:04,00:39:08,00:12:13,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162689,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1406,M11319,Rochmad Budiyono,02:43:36,Male,1137,00:02:58,00:36:41,00:34:09,00:22:38,00:16:20,00:39:15,00:11:33,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163159,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1407,M12907,Ilham Wahyudi Soamole,02:43:36,Male,1138,00:03:01,00:40:18,00:34:32,00:20:54,00:16:37,00:36:04,00:12:08,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1408,F12248,Santy Purwaningrum,02:43:41,Female,235,00:00:48,00:39:43,00:38:23,00:24:28,00:13:59,00:34:46,00:11:32,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1409,F11189,Juliet Catalina Tumewu,02:43:43,Female,236,00:00:31,00:39:17,00:38:27,00:23:04,00:15:40,00:34:54,00:11:47,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163030,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1410,M11430,Rudy Utomo,02:43:46,Male,1139,00:02:58,00:37:27,00:36:01,00:22:05,00:15:23,00:37:58,00:11:51,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163270,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1411,M10127,Muhammad Nur Aziz,02:43:47,Male,1140,00:03:44,00:36:59,00:33:44,00:22:40,00:16:12,00:38:32,00:11:54,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-161987,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1412,M10166,Luki Lesmono,02:43:48,Male,1141,00:03:46,00:36:57,00:33:44,00:22:37,00:15:45,00:39:02,00:11:54,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162026,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1413,M10254,Taufan Afianto Prakoso,02:43:48,Male,1142,00:03:47,00:36:58,00:33:44,00:22:38,00:16:13,00:38:32,00:11:54,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162113,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1414,F12189,Maria Yudithia Bayu Hapsari,02:43:54,Female,237,00:00:10,00:31:40,00:34:54,00:24:20,00:18:09,00:42:10,00:12:29,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164023,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,1415,M13023,Aprilius Kurnia Saputra,02:43:55,Male,1143,00:03:52,00:36:33,00:34:33,00:22:15,00:16:18,00:38:36,00:11:45,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164842,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
