Fav,Pos,Bib No,Name,Time,Gender,Gen Pos,Start,CP 1 - KM 5,CP 2 - KM 10,"CP 3 - KM 12,8",CP 4 - KM 15,"CP 5 - KM 19,8",Finish,race_name,race_large_logo,race_category,runner_id,race_link
,201,M12391,Windra Gusnanda,01:58:07,Male,177,00:04:02,00:29:05,00:24:39,00:15:03,00:11:04,00:25:23,00:08:47,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164223,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,202,M10516,Datu Agung Utomo,01:58:07,Male,178,00:01:12,00:27:11,00:25:50,00:15:51,00:11:27,00:26:43,00:09:52,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,203,M11852,Rizal Arifiansyah,01:58:09,Male,179,00:00:41,00:27:01,00:27:32,00:16:05,00:12:00,00:25:59,00:08:48,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163687,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,204,M11015,Sugiono,01:58:09,Male,180,00:01:10,00:25:27,00:25:18,00:16:49,00:12:20,00:27:40,00:09:22,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,205,M10609,Lintar Hanggara Prasetya,01:58:09,Male,181,00:00:14,00:25:50,00:26:52,00:17:32,00:12:08,00:26:57,00:08:33,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162457,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,206,M10746,Ariamson Saragih,01:58:11,Male,182,00:01:13,00:27:04,00:25:53,00:17:02,00:11:35,00:26:48,00:08:33,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162590,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,207,M11730,Septian Yudiansyah,01:58:13,Male,183,00:01:30,00:26:49,00:26:49,00:16:25,00:11:55,00:25:55,00:08:48,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163567,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,208,M10512,Arkho Zulhia Salma,01:58:14,Male,184,00:03:04,00:28:04,00:25:54,00:15:40,00:11:26,00:25:16,00:08:47,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162368,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,209,M11254,Henry Cipto Yuwono,01:58:14,Male,185,00:01:33,00:26:55,00:27:08,00:16:36,00:11:56,00:25:25,00:08:38,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-163095,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,210,M10862,Nur Kholis,01:58:18,Male,186,00:02:59,00:28:48,00:24:46,00:15:24,00:11:08,00:26:19,00:08:51,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-162706,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
,211,M12243,Wahyu Kristapa Putra,01:58:23,Male,187,00:00:10,00:27:24,00:26:35,00:15:53,00:11:30,00:27:16,00:09:34,Bank Jateng Tilik Candi,https://images.racetec.net/results/racelogo/19723/19723_124.png,Bank Jateng Tilik Candi Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-124-1-164077,http://results.scorenow.co.id/results.aspx?CId=19723&RId=124
