Fav,Pos,Bib No,Share,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Start,CP 1 - Km 4,CP 2 - Km 8,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,1,M2754,,Rikki Marthin Luther S,00:30:36,Top 3 Open Winners,1,Male,1,Indonesia,00:00:01,00:12:14,00:12:25,00:05:54,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,2,M3013,,Edwin Maritim,00:30:47,Top 3 Open Winners,2,Male,2,Kenya,00:00:01,00:12:13,00:12:24,00:06:08,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216255,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,3,M3042,,Amos Kipkemoi Chesang,00:31:05,Top 3 Open Winners,3,Male,3,Kenya,00:00:00,00:12:14,00:12:24,00:06:26,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216284,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,4,M3038,,Elphas Kiprop Ngetich,00:31:58,Open,1,Male,4,Kenya,00:00:01,00:12:13,00:12:55,00:06:48,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216280,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,5,M1218,,Nurshodiq,00:32:04,Top 10 National Winners,1,Male,5,Indonesia,00:00:02,00:12:21,00:13:15,00:06:24,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214460,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,6,M1148,,Syamsuddin Massa,00:32:11,Top 10 National Winners,2,Male,6,Indonesia,00:00:02,00:12:22,00:13:13,00:06:33,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214390,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,7,M1855,,Immanuel P Hutasoit,00:32:17,Top 10 National Winners,3,Male,7,Indonesia,00:00:01,00:12:46,00:13:10,00:06:19,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215097,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,8,M2752,,Rahmad Setiabudi,00:32:25,Top 10 National Winners,4,Male,8,Indonesia,00:00:01,00:12:46,00:13:10,00:06:28,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-215994,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,9,M2774,,Irmansah,00:32:47,Top 10 National Winners,5,Male,9,Indonesia,00:00:00,00:12:49,00:13:10,00:06:46,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-216016,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
,10,M1025,,Rudi Febriade,00:33:26,Top 10 National Winners,6,Male,10,Indonesia,00:00:02,00:12:45,00:13:35,00:07:02,Semarang 10K,https://images.racetec.net/results/racelogo/19723/19723_156.jpg,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-156-1-214267,http://results.scorenow.co.id/results.aspx?CId=19723&RId=156
